contig la lo p.values contigs.null isogroup adj.p
c003121 -1737.407972 -1737.407972 1 c003121 isogroup=1949 1
c003122 -10254.837825 -10257.168258 0.0308576241368115 c003122 isogroup=1718 0.474459068127531
c003123 -1689.982398 -1689.982398 1 c003123 isogroup=1953 1
c003124 -6189.771492 -6189.771492 1 c003124 isogroup=1952 1
c003127 -11803.439163 -11803.862152 0.357692637708626 c003127 isogroup=1748 1
c003138 -8857.149081 -8857.490655 0.40850482483444 c003138 isogroup=1965 1
c003139m -3201.319572 -3202.109403 0.208809386380507 c003139m isogroup=15243 1
c003139p -5391.83988 -5393.023578 0.123893560976441 c003139p isogroup=2685 0.824485064097623
c003141 -6285.385749 -6285.438751 0.744740212863938 c003141 isogroup=1964 1
c003144 -4138.390064 -4142.964868 0.00248771355053747 c003144 isogroup=1998 0.172643958632232
c003145 -5952.616178 -5955.53176 0.0157447024319192 c003145 isogroup=1783 0.357419119713473
c003147 -6271.375186 -6271.375186 1 c003147 isogroup=1969 1
c003148 -6504.087869 -6504.132444 0.76526054835329 c003148 isogroup=1972 1
c003149 -9879.635616 -9879.635616 1 c003149 isogroup=1604 1
c003150 -4466.675595 -4466.675595 1 c003150 isogroup=1974 1
c003156 -2942.043922 -2942.043922 1 c003156 isogroup=1977 1
c003158 -3953.774081 -3955.679038 0.0509500664321074 c003158 isogroup=1978 0.591801668930055
c003159 -7835.662063 -7836.353254 0.239695822473764 c003159 isogroup=1980 1
c003160 -7731.092026 -7731.092026 1 c003160 isogroup=1979 1
c003162m -4045.744866 -4045.929366 0.543549858974975 c003162m isogroup=11821 1
c003162p -5940.739312 -5940.739312 1 c003162p isogroup=3251 1
c003163 -4824.8736 -4824.8736 1 c003163 isogroup=1982 1
c003164 -9923.655787 -9923.655787 1 c003164 isogroup=1983 1
c003165 -6802.280677 -6802.280677 1 c003165 isogroup=1984 1
c003166 -6435.600165 -6435.600165 1 c003166 isogroup=1098 1
c003168 -7866.510308 -7866.510308 1 c003168 isogroup=1985 1
c003169 -7018.645758 -7018.645758 1 c003169 isogroup=1988 1
c003170m -3033.243917 -3035.240181 0.0457024459336213 c003170m isogroup=20045 0.568335258144688
c003172 -10564.892234 -10564.892234 1 c003172 isogroup=1987 1
c003173 -2358.546886 -2362.031849 0.00828909245464641 c003173 isogroup=1990 0.279217842182288
c003178 -6331.926465 -6333.028532 0.137641170984498 c003178 isogroup=1992 0.860054435070405
c003180 -9584.98684 -9584.548084 1 c003180 isogroup=1993 1
c003181 -3509.906969 -3509.906969 1 c003181 isogroup=1994 1
c003184 -4761.20737 -4763.037986 0.0556924374232428 c003184 isogroup=1995 0.617677686862942
c003185 -8773.588273 -8773.588273 1 c003185 isogroup=1996 1
c003190 -7397.675947 -7397.675947 1 c003190 isogroup=2001 1
c003192 -7513.491432 -7513.491432 1 c003192 isogroup=2003 1
c003194 -7538.27094 -7538.27094 1 c003194 isogroup=2032 1
c003199 -4837.860665 -4838.193742 0.414395719859608 c003199 isogroup=2009 1
c003200 -4429.517355 -4431.738058 0.0350773484681649 c003200 isogroup=2008 0.498631581878894
c003202 -5316.711477 -5321.097314 0.00305944528801142 c003202 isogroup=2007 0.196397265957283
c003204 -3661.174967 -3662.711604 0.0795890340796061 c003204 isogroup=2013 0.711452540497506
c003208m -2805.959427 -2807.979416 0.0444344009938893 c003208m isogroup=6723.3 0.559776347646096
c003208p -5987.032688 -5987.032688 1 c003208p isogroup=8793 1
c003210 -6085.738854 -6085.738854 1 c003210 isogroup=2038 1
c003211 -8748.465801 -8748.465801 1 c003211 isogroup=2053 1
c003214m -4877.132175 -4877.132175 1 c003214m isogroup=15875 1
c003216 -4456.507674 -4458.680104 0.0371208190238785 c003216 isogroup=2020 0.515226935397644
c003218 -10502.613691 -10502.613691 1 c003218 isogroup=2022 1
c003219m -4251.827417 -4252.364493 0.300009487060097 c003219m isogroup=13098 1
c003221 -6117.293076 -6117.534824 0.486843025186963 c003221 isogroup=1850 1
c003222 -9612.750321 -9613.702349 0.167625025378879 c003222 isogroup=2045 0.927127967510214
c003225 -10276.334388 -10278.74314 0.0281721122725872 c003225 isogroup=2051 0.460479031833333
c003227m -2582.646555 -2582.810836 0.566507063916497 c003227m isogroup=26711 1
c003229 -8417.277134 -8420.265658 0.0144932409120015 c003229 isogroup=1921 0.342995570062598
c003238 -5608.992592 -5608.992592 1 c003238 isogroup=2029 1
c003240 -11020.729602 -11020.729602 1 c003240 isogroup=2031 1
c003242 -7759.895283 -7760.100752 0.521493797189698 c003242 isogroup=2043 1
c003245 -9939.785315 -9939.785315 1 c003245 isogroup=2061 1
c003250 -3261.58 -3262.771166 0.122714239440501 c003250 isogroup=2035 0.822868878401989
c003252 -6158.665495 -6158.698922 0.795973665336681 c003252 isogroup=2060 1
c003256 -5534.154936 -5534.154936 1 c003256 isogroup=2041 1
c003262 -2795.767267 -2798.92265 0.0120006979942913 c003262 isogroup=2046 0.316437283361316
c003263p -5927.014285 -5927.174334 0.571548756499846 c003263p isogroup=3906 1
c003265m -1403.609975 -1403.609975 1 c003265m isogroup=36106 1
c003272m -3444.267548 -3444.391403 0.618692172508745 c003272m isogroup=2370 1
c003272p -4313.148882 -4313.205364 0.736794572209841 c003272p isogroup=13851 1
c003273 -2074.510396 -2075.493986 0.160747507458101 c003273 isogroup=2054 0.914195818993443
c003276 -9015.578792 -9015.578792 1 c003276 isogroup=1493 1
c003277p -5315.192947 -5314.964228 1 c003277p isogroup=12413 1
c003280p -5800.437571 -5800.437571 1 c003280p isogroup=7210 1
c003281 -4441.006165 -4441.006165 1 c003281 isogroup=839 1
c003284 -9516.550537 -9519.113877 0.0235607528130316 c003284 isogroup=2063 0.430261426015529
c003285 -5187.752109 -5187.752109 1 c003285 isogroup=2062 1
c003286 -4786.025396 -4786.747286 0.229528632437928 c003286 isogroup=2123 1
c003287 -6184.802891 -6185.132498 0.416837568023071 c003287 isogroup=2064 1
c003288 -4493.31925 -4495.280719 0.0476315694273139 c003288 isogroup=2093 0.57719482019726
c003295 -4720.592251 -4720.592251 1 c003295 isogroup=2058 1
c003297 -4865.950585 -4865.951322 0.969374575150484 c003297 isogroup=2094 1
c003298p -3547.097381 -3547.162088 0.719040399062529 c003298p isogroup=12066 1
c003300p -1932.405742 -1932.411081 0.917697567670194 c003300p isogroup=11401 1
c003304 -3002.1595 -3002.215562 0.737738829563638 c003304 isogroup=2071 1
c003306 -10956.793877 -10957.043418 0.479903761346598 c003306 isogroup=2073 1
c003307 -4790.374723 -4790.374724 0.998871621018033 c003307 isogroup=2072 1
c003310 -7676.49704 -7676.672728 0.553335241515146 c003310 isogroup=2075 1
c003311 -6741.276221 -6742.934915 0.0685506605008441 c003311 isogroup=2076 0.668645616338243
c003314p -5333.721621 -5333.721621 1 c003314p isogroup=13624 1
c003316m -2441.842982 -2441.842982 1 c003316m isogroup=18108 1
c003316p -725.897515 -725.897515 1 c003316p isogroup=36881 1
c003317m -3851.066531 -3851.066531 1 c003317m isogroup=23311 1
c003317p -5904.595652 -5904.595652 1 c003317p isogroup=12783 1
c003319 -7310.63037 -7312.147566 0.0815170833509945 c003319 isogroup=2077 0.717462314640837
c003326 -6083.934908 -6083.934908 1 c003326 isogroup=2081 1
c003327 -7187.07308 -7187.073079 1 c003327 isogroup=2084 1
c003330 -6435.826594 -6435.826594 1 c003330 isogroup=2085 1
c003332 -6662.183085 -6665.065799 0.0163445034602371 c003332 isogroup=2089 0.359893291854133
c003334 -9690.196468 -9691.053685 0.190411090834181 c003334 isogroup=2090 0.980472017500682
c003335 -5219.664729 -5221.73178 0.0420273603351393 c003335 isogroup=2088 0.544939687550934
c003336 -7202.388948 -7203.390888 0.156897137945971 c003336 isogroup=2092 0.904418247219786
c003337 -10552.067388 -10552.067388 1 c003337 isogroup=2091 1
c003340 -3643.902224 -3643.902224 1 c003340 isogroup=2096 1
c003342 -8400.391457 -8400.391457 1 c003342 isogroup=2098 1
c003346m -5413.630474 -5413.706194 0.697163023567274 c003346m isogroup=12298 1
c003346p -3877.125954 -3877.125966 0.996091195544935 c003346p isogroup=16955 1
c003348m -7186.225526 -7192.024209 0.000660452952404808 c003348m isogroup=13009 0.0804673088428746
c003348p -3951.321242 -3951.321242 1 c003348p isogroup=15900 1
c003350 -7981.349389 -7981.516851 0.562773943076552 c003350 isogroup=2027 1
c003351 -3357.956443 -3361.645657 0.0066010844411861 c003351 isogroup=2102 0.251921317871566
c003352m -5832.272625 -5832.76667 0.320209643648255 c003352m isogroup=12001 1
c003352p -1932.41113 -1933.408666 0.157811566002484 c003352p isogroup=9936 0.907779419114019
c003355p -1604.267176 -1604.823407 0.291547389913806 c003355p isogroup=12619 1
c003357p -4583.993474 -4584.172353 0.549754029076264 c003357p isogroup=14665 1
c003358 -3810.008544 -3810.008544 1 c003358 isogroup=2103 1
c003360 -1155.429719 -1155.97514 0.296284724188222 c003360 isogroup=2108 1
c003362 -8016.359059 -8016.386638 0.814319411937118 c003362 isogroup=2166 1
c003363 -8092.877368 -8092.877368 1 c003363 isogroup=2106 1
c003364 -8936.127725 -8936.127725 1 c003364 isogroup=2110 1
c003365m -4086.389027 -4090.176318 0.00591971062974318 c003365m isogroup=17905 0.240517792912029
c003366 -6716.248918 -6716.248918 1 c003366 isogroup=2111 1
c003367 -9277.937563 -9282.1416 0.00373558203396543 c003367 isogroup=2112 0.21578660840093
c003368m -2641.076365 -2641.076365 1 c003368m isogroup=18077 1
c003368p -5080.860702 -5081.641213 0.211515642551339 c003368p isogroup=12085 1
c003369 -9645.73227 -9645.73227 1 c003369 isogroup=1875 1
c003371 -6437.325171 -6438.659805 0.102303066199787 c003371 isogroup=2114 0.766247393375309
c003373 -4870.4862 -4870.492632 0.909697921216351 c003373 isogroup=2117 1
c003374 -9332.35778 -9332.424597 0.714693543422794 c003374 isogroup=2116 1
c003375m -4221.4871 -4221.4871 1 c003375m isogroup=14914 1
c003378m -1178.602819 -1178.704983 0.651249857351504 c003378m isogroup=4281 1
c003378p -2605.524402 -2605.524402 1 c003378p isogroup=24242 1
c003380 -5962.991997 -5963.121727 0.610491384900365 c003380 isogroup=2109 1
c003383 -7007.635163 -7007.635163 1 c003383 isogroup=2122 1
c003387 -7266.234686 -7266.234686 1 c003387 isogroup=2126 1
c003390m -2533.475111 -2534.550311 0.142532751399523 c003390m isogroup=12811 0.871983907214666
c003391 -7984.37697 -7984.458695 0.685999845640095 c003391 isogroup=2127 1
c003393 -6110.931902 -6110.931902 1 c003393 isogroup=2129 1
c003395 -11053.172286 -11057.090921 0.00511798416835544 c003395 isogroup=2133 0.231305370448693
c003396 -7288.17354 -7292.106462 0.00503773064896263 c003396 isogroup=2134 0.230993444176318
c003399p -3893.793643 -3893.793643 1 c003399p isogroup=15382 1
c003401 -5104.593809 -5105.077666 0.325250963140325 c003401 isogroup=2136 1
c003402 -8721.978803 -8721.978803 1 c003402 isogroup=2138 1
c003405m -1461.067991 -1461.067991 1 c003405m isogroup=30234 1
c003410 -3049.460635 -3050.394766 0.171674267599215 c003410 isogroup=2143 0.935419842181188
c003411 -12760.569168 -12760.569169 0.998871621018033 c003411 isogroup=2144 1
c003412 -9088.485996 -9088.485996 1 c003412 isogroup=2146 1
c003413 -9253.379854 -9253.389987 0.886796681218702 c003413 isogroup=2147 1
c003419m -1723.964723 -1723.964758 0.993324496700424 c003419m isogroup=20468 1
c003419p -4788.014658 -4788.020303 0.915380500970509 c003419p isogroup=12764 1
c003420 -8763.008098 -8763.471838 0.335518602749174 c003420 isogroup=2149 1
c003422 -5389.816109 -5390.414794 0.273847964861854 c003422 isogroup=2151 1
c003427m -5978.503376 -5978.503376 1 c003427m isogroup=11645 1
c003427p -1705.883707 -1705.883707 1 c003427p isogroup=30856 1
c003432 -7491.264531 -7491.264531 1 c003432 isogroup=1620 1
c003436 -6051.740778 -6051.810804 0.708229322734715 c003436 isogroup=2155 1
c003437m -2390.734752 -2391.181561 0.344498743859739 c003437m isogroup=14877 1
c003437p -1446.261845 -1446.261845 1 c003437p isogroup=15221 1
c003439 -3930.725882 -3936.94143 0.000422244035286516 c003439 isogroup=2156 0.0602342845337195
c003442 -5525.009973 -5525.000937 1 c003442 isogroup=2243 1
c003443 -9326.88363 -9326.883629 1 c003443 isogroup=2159 1
c003444 -9910.998065 -9913.72637 0.0194944322654806 c003444 isogroup=1846 0.392435319015337
c003445 -7259.749552 -7260.642502 0.181426506197887 c003445 isogroup=2162 0.956096277659568
c003447 -3600.656548 -3600.656548 1 c003447 isogroup=2163 1
c003448 -3588.594351 -3588.594351 1 c003448 isogroup=2165 1
c003449 -8195.897959 -8195.897959 1 c003449 isogroup=2164 1
c003450 -5017.801263 -5017.801263 1 c003450 isogroup=2201 1
c003452 -8172.088487 -8172.088487 1 c003452 isogroup=2167 1
c003454 -1346.926362 -1346.926362 1 c003454 isogroup=2169 1
c003455 -9051.746286 -9051.747008 0.969687682015289 c003455 isogroup=2171 1
c003456m -4037.29475 -4037.408596 0.633240481602004 c003456m isogroup=5528 1
c003456p -4042.165394 -4042.165394 1 c003456p isogroup=25883 1
c003457 -5223.539777 -5223.539777 1 c003457 isogroup=2170 1
c003458 -6554.042295 -6554.049449 0.904787303024906 c003458 isogroup=2213 1
c003459 -9230.382876 -9230.382876 1 c003459 isogroup=2172 1
c003466 -8365.122324 -8365.122324 1 c003466 isogroup=2178 1
c003467 -8504.166666 -8504.476775 0.430966287346837 c003467 isogroup=2175 1
c003468 -1901.983459 -1902.136096 0.580594832144144 c003468 isogroup=2177 1
c003470m -5312.977924 -5313.962511 0.160535564501424 c003470m isogroup=20377 0.914002651327121
c003470p -2983.085776 -2983.085776 1 c003470p isogroup=8977 1
c003473 -4964.252448 -4964.991274 0.224142250325329 c003473 isogroup=2181 1
c003474 -9462.804952 -9462.869187 0.720023699548105 c003474 isogroup=2179 1
c003476 -8553.12403 -8553.463327 0.410071295950482 c003476 isogroup=2183 1
c003478 -6873.733643 -6873.733643 1 c003478 isogroup=2184 1
c003481 -4423.720013 -4423.719626 1 c003481 isogroup=2189 1
c003484 -6578.40673 -6578.40673 1 c003484 isogroup=2188 1
c003485 -8052.196278 -8052.196278 1 c003485 isogroup=2187 1
c003486 -3857.721377 -3857.721377 1 c003486 isogroup=2191 1
c003487 -6786.264929 -6786.264929 1 c003487 isogroup=2194 1
c003489 -10614.320273 -10614.320235 1 c003489 isogroup=2193 1
c003492p -3164.697395 -3164.793528 0.661037299386373 c003492p isogroup=18078 1
c003493m -5108.62562 -5110.177922 0.0780712152886415 c003493m isogroup=15110 0.703394256341787
c003494 -11883.684264 -11883.887107 0.524167282908483 c003494 isogroup=2195 1
c003495m -3559.53197 -3559.53197 1 c003495m isogroup=18039 1
c003495p -2281.314961 -2281.314961 1 c003495p isogroup=18478 1
c003496 -6308.894848 -6311.479622 0.022986196047316 c003496 isogroup=2196 0.4277014847862
c003497m -6852.751497 -6852.751497 1 c003497m isogroup=6890 1
c003497p -2450.822899 -2450.920906 0.657957652331334 c003497p isogroup=23895 1
c003501m -1198.247095 -1198.247095 1 c003501m isogroup=35530 1
c003501p -4865.367803 -4865.367803 1 c003501p isogroup=15835 1
c003503 -7029.236931 -7031.192953 0.0479412557228108 c003503 isogroup=1129 0.57719482019726
c003507 -2283.939017 -2287.440075 0.00814134254243105 c003507 isogroup=2204 0.278357098830264
c003508 -9673.95206 -9674.107502 0.577138233609353 c003508 isogroup=2203 1
c003516 -3608.780072 -3609.929128 0.129531362208206 c003516 isogroup=2211 0.842042342535346
c003518 -5491.434179 -5491.434179 1 c003518 isogroup=2209 1
c003520 -1650.255305 -1650.255305 1 c003520 isogroup=2212 1
c003522m -5184.296429 -5184.320828 0.82516820011069 c003522m isogroup=4051 1
c003523 -4552.469285 -4552.469285 1 c003523 isogroup=2215 1
c003524 -7798.780568 -7799.059232 0.455338839767166 c003524 isogroup=2216 1
c003526m -7012.968304 -7012.968304 1 c003526m isogroup=6919 1
c003530 -5828.023094 -5828.899291 0.185576056068579 c003530 isogroup=2219 0.966208855733238
c003532m -2374.248438 -2376.302305 0.042687520816635 c003532m isogroup=6785.1 0.546687688662915
c003534 -2890.596951 -2890.78097 0.544075673321257 c003534 isogroup=2222 1
c003535 -9007.24696 -9007.24696 1 c003535 isogroup=2226 1
c003537 -5850.322665 -5850.322665 1 c003537 isogroup=2223 1
c003540 -4524.704364 -4524.704364 1 c003540 isogroup=2259 1
c003541 -9485.279015 -9485.279047 0.99361699160713 c003541 isogroup=2228 1
c003543p -9206.623226 -9206.623226 1 c003543p isogroup=8112 1
c003545 -5360.060053 -5361.471901 0.0928823023244867 c003545 isogroup=2230 0.743233200661813
c003547 -6755.462246 -6755.462245 1 c003547 isogroup=2231 1
c003551 -6041.048706 -6041.048706 1 c003551 isogroup=2281 1
c003552 -7655.814735 -7656.021344 0.520340678130352 c003552 isogroup=2233 1
c003553 -6248.252956 -6248.334284 0.686722881808806 c003553 isogroup=2234 1
c003554 -5874.747438 -5874.747438 1 c003554 isogroup=2254 1
c003555m -1536.62552 -1536.62552 1 c003555m isogroup=28567 1
c003555p -3637.596421 -3637.596421 1 c003555p isogroup=4866 1
c003557 -9739.909224 -9739.909224 1 c003557 isogroup=2271 1
c003563 -2239.476806 -2239.422055 1 c003563 isogroup=2238 1
c003564 -7416.005664 -7416.005664 1 c003564 isogroup=2241 1
c003567 -6991.159383 -6991.215797 0.736947186311621 c003567 isogroup=2242 1
c003571 -4732.705605 -4732.705605 1 c003571 isogroup=2273 1
c003579p -4059.183148 -4059.183148 1 c003579p isogroup=25752 1
c003580 -7133.31171 -7133.351594 0.77761205640228 c003580 isogroup=2251 1
c003581 -7529.241786 -7531.108162 0.0533554173566689 c003581 isogroup=2121 0.60688094315653
c003582 -5139.707235 -5139.707235 1 c003582 isogroup=2300 1
c003584m -3915.274511 -3916.463352 0.123080055005167 c003584m isogroup=20502 0.822868878401989
c003584p -4095.179085 -4096.679867 0.0831841792063718 c003584p isogroup=9203 0.719342149201906
c003586 -10223.255909 -10223.255909 1 c003586 isogroup=2245 1
c003589 -9095.414936 -9095.443563 0.810889960711398 c003589 isogroup=2260 1
c003593 -7895.943564 -7896.820475 0.185396974289025 c003593 isogroup=2261 0.966208855733238
c003596 -7993.67012 -7993.67012 1 c003596 isogroup=2264 1
c003601 -4802.086434 -4804.807408 0.0196587329174051 c003601 isogroup=2267 0.392830439289236
c003602 -6781.906465 -6782.964011 0.145853288633036 c003602 isogroup=2265 0.878112032561494
c003603 -5914.55468 -5915.191534 0.259072212522157 c003603 isogroup=2266 1
c003604 -13738.270532 -13738.50353 0.494834985882732 c003604 isogroup=2269 1
c003605m -1752.116129 -1752.116129 1 c003605m isogroup=8578 1
c003606 -2935.679038 -2937.416914 0.0622744108895661 c003606 isogroup=2270 0.640260734981715
c003610 -7558.93523 -7558.93523 1 c003610 isogroup=2276 1
c003611 -4815.89026 -4815.89026 1 c003611 isogroup=2275 1
c003612p -5367.40814 -5367.40814 1 c003612p isogroup=5403 1
c003614 -6834.401383 -6834.62424 0.504377366271687 c003614 isogroup=2277 1
c003616 -11430.767801 -11431.305236 0.299848013287681 c003616 isogroup=2279 1
c003618 -2152.830673 -2154.920016 0.0409354269796274 c003618 isogroup=2283 0.538345416783295
c003619p -1818.107885 -1818.288663 0.547643340381857 c003619p isogroup=11096 1
c003620 -9138.303645 -9138.303645 1 c003620 isogroup=2285 1
c003621 -4323.293638 -4323.298755 0.919420881627407 c003621 isogroup=2316 1
c003623 -4157.344357 -4157.344357 1 c003623 isogroup=2286 1
c003624 -9220.986315 -9220.986315 1 c003624 isogroup=2287 1
c003626 -7172.14413 -7172.14413 1 c003626 isogroup=2304 1
c003627 -4249.33954 -4249.95095 0.268807935052329 c003627 isogroup=2289 1
c003629 -5560.791203 -5560.791203 1 c003629 isogroup=2291 1
c003631 -11025.716466 -11026.82481 0.136525662650212 c003631 isogroup=2294 0.858698763674423
