contig	total	optimal	suboptimal	ambiguous	fop
c006185	288	27	235	26	0.09375
c006182	374	42	332	0	0.112299465241
c006180	651	85	566	0	0.130568356375
c008809	182	19	163	0	0.104395604396
c017079	133	14	119	0	0.105263157895
c019587	375	61	314	0	0.162666666667
c019585	357	46	311	0	0.128851540616
c003691	453	57	396	0	0.12582781457
c003693	1057	127	827	103	0.120151371807
c003697	918	98	758	62	0.106753812636
c007580	486	42	423	21	0.0864197530864
c007583	701	101	600	0	0.144079885877
c007585	588	61	479	48	0.103741496599
c012604	392	43	332	17	0.109693877551
c026551	87	8	79	0	0.0919540229885
c033401	67	5	62	0	0.0746268656716
c024825	60	6	54	0	0.1
c024827	352	46	292	14	0.130681818182
c024821	279	39	240	0	0.139784946237
c024823	139	10	129	0	0.0719424460432
c026084	195	9	186	0	0.0461538461538
c026087	133	22	111	0	0.165413533835
c026083	112	10	102	0	0.0892857142857
c029057	138	15	123	0	0.108695652174
c033302	146	16	130	0	0.109589041096
c008116	325	39	286	0	0.12
c008114	561	50	415	96	0.0891265597148
c008110	196	20	176	0	0.102040816327
c008119	455	43	412	0	0.0945054945055
c000342	1837	256	1581	0	0.13935764834
c000347	1501	60	492	949	0.0399733510993
c000344	2051	246	1797	8	0.119941491955
c000348	1073	117	956	0	0.109040074557
c019058	337	45	292	0	0.13353115727
c019050	204	34	170	0	0.166666666667
c048201	119	18	101	0	0.151260504202
c048205	58	8	50	0	0.137931034483
c049553	44	3	41	0	0.0681818181818
c018322	439	22	300	117	0.0501138952164
c018324	239	32	170	37	0.133891213389
c018326	86	13	73	0	0.151162790698
c005524	320	43	277	0	0.134375
c005528	871	121	750	0	0.138920780712
c005847	711	81	630	0	0.113924050633
c052409	32	1	31	0	0.03125
c052407	94	13	81	0	0.13829787234
c005176	497	69	428	0	0.138832997988
c028873	144	18	126	0	0.125
c028871	89	5	84	0	0.0561797752809
c028877	213	25	188	0	0.117370892019
c028875	202	20	182	0	0.0990099009901
c028879	267	36	230	1	0.134831460674
c028570	123	15	108	0	0.121951219512
c031035	105	6	99	0	0.0571428571429
c031037	206	32	174	0	0.155339805825
c031033	80	13	67	0	0.1625
c031039	251	36	215	0	0.143426294821
c028579	181	18	163	0	0.0994475138122
c003904p	321	41	280	0	0.127725856698
c003934	428	48	380	0	0.11214953271
c003931	828	120	708	0	0.144927536232
c003933	434	65	308	61	0.149769585253
c003938	851	113	738	0	0.132784958872
c000106m	598	75	523	0	0.125418060201
c029101	48	10	38	0	0.208333333333
c021040	123	21	102	0	0.170731707317
c021046	136	16	95	25	0.117647058824
c021048	293	38	255	0	0.129692832765
c031538	196	33	139	24	0.168367346939
c010402m	338	49	289	0	0.144970414201
c025634	173	16	157	0	0.0924855491329
c025635	20	6	14	0	0.3
c025630	128	14	114	0	0.109375
c010308m	237	23	214	0	0.0970464135021
c009373	690	99	572	19	0.14347826087
c025346	263	33	230	0	0.125475285171
c025342	245	39	206	0	0.159183673469
c025340	40	5	35	0	0.125
c025348	105	9	96	0	0.0857142857143
c039580	160	20	120	20	0.125
c010679	503	72	416	15	0.143141153082
c034518	66	5	61	0	0.0757575757576
c008245	349	45	304	0	0.12893982808
c011007	475	55	420	0	0.115789473684
c011001	224	38	186	0	0.169642857143
c017714	459	63	396	0	0.137254901961
c017716	188	20	168	0	0.106382978723
c017710	149	22	127	0	0.147651006711
c017712	28	8	20	0	0.285714285714
c002769p	428	58	370	0	0.135514018692
c023778	334	30	304	0	0.0898203592814
c023770	263	54	209	0	0.205323193916
c023775	275	34	240	1	0.123636363636
c023777	266	37	229	0	0.139097744361
c027054	42	1	41	0	0.0238095238095
c027056	138	14	124	0	0.101449275362
c027058	261	24	237	0	0.0919540229885
c000932m	502	46	379	77	0.0916334661355
c011310m	231	26	161	44	0.112554112554
c016844	91	10	81	0	0.10989010989
c016840	342	45	295	2	0.131578947368
c027585	26	4	22	0	0.153846153846
c027581	257	30	223	4	0.11673151751
c051605	57	7	50	0	0.122807017544
c051601	68	6	62	0	0.0882352941176
c009757	452	58	394	0	0.128318584071
c050555	108	13	91	4	0.12037037037
c050551	108	20	86	2	0.185185185185
c009755	381	38	343	0	0.0997375328084
c014569	105	11	90	4	0.104761904762
c014567	482	76	406	0	0.157676348548
c014560	391	42	349	0	0.107416879795
c001119	1349	166	1183	0	0.123054114159
c004986m	376	49	327	0	0.130319148936
c020582	60	4	55	1	0.0666666666667
c020580	262	26	210	26	0.0992366412214
c020586	185	18	167	0	0.0972972972973
c020584	137	17	119	1	0.124087591241
c020588	156	22	134	0	0.141025641026
c001764p	229	24	205	0	0.10480349345
c020058	70	9	60	1	0.128571428571
c043891	131	14	117	0	0.106870229008
c020050	193	23	170	0	0.119170984456
c020052	69	7	62	0	0.101449275362
c043548	73	10	63	0	0.13698630137
c011866	150	20	128	2	0.133333333333
c011860	418	53	364	1	0.126794258373
c043542	132	6	63	63	0.0454545454545
c007342	308	49	259	0	0.159090909091
c007340	703	77	488	138	0.109530583215
c007346	262	39	223	0	0.148854961832
c007344	586	74	512	0	0.126279863481
c000435	2221	293	1928	0	0.131922557407
c007349	355	49	306	0	0.138028169014
c019932	196	30	166	0	0.15306122449
c047248	65	12	53	0	0.184615384615
c001524p	442	63	372	7	0.142533936652
c019931	388	40	348	0	0.103092783505
c037026	65	10	55	0	0.153846153846
c021320	185	25	156	4	0.135135135135
c021322	212	15	192	5	0.0707547169811
c016175	357	53	231	73	0.148459383754
c019212	269	42	227	0	0.156133828996
c019210	252	44	208	0	0.174603174603
c019216	203	31	171	1	0.152709359606
c019214	37	4	31	2	0.108108108108
c041564	142	19	111	12	0.133802816901
c041568	86	11	75	0	0.127906976744
c049772	107	13	94	0	0.121495327103
c048773	41	5	36	0	0.121951219512
c048771	118	8	109	1	0.0677966101695
c047797	23	3	20	0	0.130434782609
c044265	102	12	90	0	0.117647058824
c000023	3126	390	2695	41	0.124760076775
c000021	871	73	798	0	0.0838117106774
c000027	2580	318	2173	89	0.123255813953
c000025	2618	416	2202	0	0.158899923606
c000029	5064	640	4368	56	0.126382306477
c054646	70	7	63	0	0.1
c031637	124	9	115	0	0.0725806451613
c028588	174	31	143	0	0.17816091954
c031632	194	15	175	4	0.0773195876289
c031630	145	15	130	0	0.103448275862
c017126	133	13	120	0	0.0977443609023
c028587	143	18	121	4	0.125874125874
c017125	218	32	186	0	0.146788990826
c023173	61	5	56	0	0.0819672131148
c012335	271	30	241	0	0.110701107011
c017122	413	52	361	0	0.125907990315
c035935	192	26	166	0	0.135416666667
c017385	116	14	102	0	0.120689655172
c012015	366	53	294	19	0.144808743169
c004905	838	113	723	2	0.134844868735
c017384	224	23	200	1	0.102678571429
c004908	359	38	319	2	0.105849582173
c049020	100	14	84	2	0.14
c006625p	402	58	294	50	0.144278606965
c012591m	69	9	60	0	0.130434782609
c029989	83	5	78	0	0.0602409638554
c008857m	150	22	128	0	0.146666666667
c021589	184	16	168	0	0.0869565217391
c000188m	946	116	830	0	0.122621564482
c001089	189	10	179	0	0.0529100529101
c030182	127	19	108	0	0.149606299213
c015733	64	11	53	0	0.171875
c001083	947	91	856	0	0.0960929250264
c050218	38	7	31	0	0.184210526316
c001085	1091	152	939	0	0.13932172319
c021582	65	8	57	0	0.123076923077
c021583	61	7	42	12	0.114754098361
c031585	132	23	109	0	0.174242424242
c031581	120	11	109	0	0.0916666666667
c031583	98	9	89	0	0.0918367346939
c030278	211	26	185	0	0.123222748815
c005046	458	56	402	0	0.122270742358
c030276	55	7	48	0	0.127272727273
c038068	136	16	120	0	0.117647058824
c002198	599	83	516	0	0.13856427379
c002196	1227	140	1082	5	0.114099429503
c002190	1159	146	1013	0	0.125970664366
c002192	1214	141	1073	0	0.116144975288
c000608p	411	50	360	1	0.121654501217
c000979	823	122	701	0	0.148238153098
c000977	1319	191	1095	33	0.144806671721
c000971	1584	181	1402	1	0.114267676768
c001629	843	112	731	0	0.132858837485
c001625	313	8	293	12	0.0255591054313
c001623	422	60	362	0	0.142180094787
c001621	211	33	178	0	0.156398104265
c002442	846	103	734	9	0.121749408983
c002447	755	105	635	15	0.139072847682
c006539	561	58	503	0	0.103386809269
c006533	579	86	493	0	0.148531951641
c006531	702	64	432	206	0.0911680911681
c006537	423	68	355	0	0.160756501182
c011688	524	42	472	10	0.0801526717557
c010211p	472	67	405	0	0.141949152542
c013769	283	23	257	3	0.0812720848057
c028208	116	20	96	0	0.172413793103
c025638	37	5	32	0	0.135135135135
c013763	196	24	172	0	0.122448979592
c013764	461	63	398	0	0.136659436009
c013766	262	42	220	0	0.160305343511
c034756	21	5	16	0	0.238095238095
c034754	184	23	161	0	0.125
c034750	205	24	181	0	0.117073170732
c026930	154	0	135	19	0.0
c032758	179	31	148	0	0.173184357542
c032754	124	20	104	0	0.161290322581
c032756	87	17	70	0	0.195402298851
c032750	94	15	79	0	0.159574468085
c032752	135	24	111	0	0.177777777778
c003714	467	49	418	0	0.104925053533
c003712	417	51	366	0	0.122302158273
c003718	864	103	729	32	0.119212962963
c007665	504	58	446	0	0.115079365079
c007666	476	87	389	0	0.182773109244
c007663	690	80	608	2	0.115942028986
c007669	201	30	171	0	0.149253731343
c000067p	3261	413	2742	106	0.126648267403
c028195	262	49	213	0	0.187022900763
c012018	401	59	342	0	0.147132169576
c029159	149	21	128	0	0.140939597315
c023171	347	31	316	0	0.0893371757925
c012014	577	68	509	0	0.117850953206
c023175	114	16	98	0	0.140350877193
c017105	226	30	196	0	0.132743362832
c004044	418	55	363	0	0.131578947368
c004042	509	58	451	0	0.11394891945
c004048	386	53	333	0	0.137305699482
c007124p	403	38	365	0	0.0942928039702
c000702p	257	18	239	0	0.0700389105058
c007124m	248	25	223	0	0.100806451613
c030604	246	39	207	0	0.158536585366
c009148	172	32	140	0	0.186046511628
c009146	498	70	428	0	0.140562248996
c009144	652	63	525	64	0.0966257668712
c009142	184	18	166	0	0.0978260869565
c002947	420	70	350	0	0.166666666667
c002945	911	100	811	0	0.109769484083
c002943	732	73	528	131	0.0997267759563
c002941	814	94	720	0	0.115479115479
c018763	306	35	271	0	0.114379084967
c001505	1573	181	1392	0	0.11506675143
c034856	75	9	66	0	0.12
c005717	339	45	294	0	0.132743362832
c005715	569	72	497	0	0.126537785589
c005713	571	71	500	0	0.124343257443
c005711	796	84	712	0	0.105527638191
c005719	273	40	231	2	0.14652014652
c031912	149	12	137	0	0.0805369127517
c016034	425	65	360	0	0.152941176471
c002592p	306	37	269	0	0.12091503268
c020212	108	15	93	0	0.138888888889
c020216	63	3	60	0	0.047619047619
c020214	214	34	180	0	0.158878504673
c037306	151	24	127	0	0.158940397351
c009850	394	37	357	0	0.0939086294416
c009853	499	60	409	30	0.120240480962
c009855	579	66	513	0	0.113989637306
c009857	83	8	75	0	0.0963855421687
c007511	316	42	273	1	0.132911392405
c029511	223	21	202	0	0.0941704035874
c002538p	471	72	399	0	0.152866242038
c002438m	258	40	218	0	0.15503875969
c048110	90	6	84	0	0.0666666666667
c019344	71	10	61	0	0.140845070423
c050951	20	0	20	0	0.0
c050957	68	8	60	0	0.117647058824
c019349	194	37	157	0	0.190721649485
c013479	342	37	305	0	0.108187134503
c047137	46	6	39	1	0.130434782609
c024226	220	19	117	84	0.0863636363636
c024222	123	17	106	0	0.138211382114
c024220	47	9	38	0	0.191489361702
c022301	57	8	48	1	0.140350877193
c022307	84	16	68	0	0.190476190476
c022309	331	43	288	0	0.129909365559
c035265	197	26	171	0	0.131979695431
c018036	319	37	282	0	0.115987460815
c016270	263	23	240	0	0.0874524714829
c016272	212	28	184	0	0.132075471698
c018038	305	44	261	0	0.144262295082
c016276	274	28	246	0	0.102189781022
c016278	348	31	313	4	0.0890804597701
c014349	375	50	325	0	0.133333333333
c014347	425	61	364	0	0.143529411765
c014345	377	61	316	0	0.161803713528
c014343	325	42	283	0	0.129230769231
c014341	349	22	137	190	0.0630372492837
c007658	516	60	456	0	0.116279069767
c010553	433	45	388	0	0.103926096998
c009347p	176	23	153	0	0.130681818182
c017698	220	28	176	16	0.127272727273
c017692	430	44	383	3	0.102325581395
c017696	145	12	132	1	0.0827586206897
c005600p	305	33	272	0	0.108196721311
c004557m	597	78	519	0	0.130653266332
c011238	258	25	233	0	0.0968992248062
c011233	473	44	413	16	0.093023255814
c011235	513	65	448	0	0.126705653021
c011237	294	31	256	7	0.105442176871
c010148	353	59	294	0	0.167138810198
c010142	407	36	371	0	0.0884520884521
c010144	134	16	118	0	0.119402985075
c010146	287	39	248	0	0.135888501742
c028704	174	15	159	0	0.0862068965517
c047873	118	27	91	0	0.228813559322
c047879	112	10	102	0	0.0892857142857
c054841	26	2	24	0	0.0769230769231
c054843	99	6	93	0	0.0606060606061
c054847	77	5	72	0	0.0649350649351
c028706	46	9	36	1	0.195652173913
c031406	147	18	124	5	0.122448979592
c050167	90	17	73	0	0.188888888889
c050165	90	8	82	0	0.0888888888889
c027222	21	6	15	0	0.285714285714
c027220	100	11	89	0	0.11
c027224	35	6	29	0	0.171428571429
c013220	285	30	255	0	0.105263157895
c037871	86	7	79	0	0.0813953488372
c006734	676	78	555	43	0.115384615385
c006736	532	86	446	0	0.161654135338
c006730	613	94	519	0	0.153344208809
c006732	144	20	124	0	0.138888888889
c006738	560	61	499	0	0.108928571429
c000602	1627	212	1394	21	0.130301167793
c000600	1091	148	914	29	0.135655362053
c000607	1054	148	906	0	0.140417457306
c000605	1344	176	1165	3	0.130952380952
c000609	1922	229	1693	0	0.119146722164
c020218	53	4	49	0	0.0754716981132
c044838	64	8	56	0	0.125
c013568	485	51	434	0	0.105154639175
c013562	270	45	225	0	0.166666666667
c013560	56	11	45	0	0.196428571429
c013566	304	50	254	0	0.164473684211
c013564	289	30	259	0	0.103806228374
c020210	290	23	265	2	0.0793103448276
c016254	302	59	243	0	0.195364238411
c007467	431	36	369	26	0.0835266821346
c007465	559	57	502	0	0.101967799642
c007463	308	29	279	0	0.0941558441558
c007461	257	36	221	0	0.140077821012
c007468	515	52	463	0	0.100970873786
c001958	1041	158	881	2	0.151777137368
c001954	1492	216	1276	0	0.144772117962
c001950	1132	134	998	0	0.118374558304
c001952	1089	175	914	0	0.160697887971
c045748	128	10	118	0	0.078125
c045746	68	10	58	0	0.147058823529
c048635	48	5	43	0	0.104166666667
c048631	114	10	104	0	0.0877192982456
c018399	330	34	296	0	0.10303030303
c048638	109	10	99	0	0.0917431192661
c040003	31	5	26	0	0.161290322581
c047059	46	4	42	0	0.0869565217391
c018573	97	13	84	0	0.134020618557
c018575	242	24	218	0	0.099173553719
c018577	124	15	109	0	0.120967741935
c018579	210	29	181	0	0.138095238095
c001851	739	95	644	0	0.128552097429
c021901	140	10	130	0	0.0714285714286
c022396	176	15	145	16	0.0852272727273
c022397	158	22	136	0	0.139240506329
c013192	327	40	287	0	0.122324159021
c013191	281	41	240	0	0.14590747331
c037705	62	10	52	0	0.161290322581
c037701	115	16	99	0	0.139130434783
c013195	524	57	433	34	0.108778625954
c031287	170	17	153	0	0.1
c031289	69	8	61	0	0.115942028986
c007205	572	55	517	0	0.0961538461538
c008255	429	54	375	0	0.125874125874
c008254	121	7	113	1	0.0578512396694
c049273	54	14	40	0	0.259259259259
c012384	505	65	440	0	0.128712871287
c028424	304	26	278	0	0.0855263157895
c028426	173	21	152	0	0.121387283237
c054452	55	2	53	0	0.0363636363636
c012382	647	91	550	6	0.140649149923
c031463	161	19	142	0	0.11801242236
c031461	154	23	128	3	0.149350649351
c031469	209	30	179	0	0.143540669856
c039674	68	8	54	6	0.117647058824
c039678	153	19	133	1	0.124183006536
c035703	43	4	39	0	0.093023255814
c035709	139	13	125	1	0.0935251798561
c011504	368	43	325	0	0.116847826087
c001128	1219	181	1038	0	0.148482362592
c001124	847	130	717	0	0.153482880756
c001126	1108	112	996	0	0.101083032491
c001120	477	94	383	0	0.197064989518
c040580	33	1	32	0	0.030303030303
c040582	135	9	126	0	0.0666666666667
c034367	56	9	47	0	0.160714285714
c024420	142	23	119	0	0.161971830986
c024422	41	4	37	0	0.0975609756098
c024424	187	18	154	15	0.096256684492
c024428	119	16	100	3	0.134453781513
c019133	426	57	363	6	0.133802816901
c026868	260	28	232	0	0.107692307692
c026866	258	20	228	10	0.077519379845
c026864	289	27	256	6	0.0934256055363
c026862	101	12	89	0	0.118811881188
c026860	37	7	30	0	0.189189189189
c024799	101	18	83	0	0.178217821782
c002366	529	91	438	0	0.17202268431
c002364	524	70	454	0	0.13358778626
c002362	109	9	100	0	0.0825688073394
c002360	591	68	523	0	0.115059221658
c006475	361	41	287	33	0.113573407202
c006473	368	45	322	1	0.122282608696
c006471	708	79	626	3	0.111581920904
c034945	145	14	131	0	0.0965517241379
c026793	119	20	99	0	0.168067226891
c033636	74	7	67	0	0.0945945945946
c033630	153	27	126	0	0.176470588235
c033632	139	17	122	0	0.122302158273
c009225	292	45	247	0	0.154109589041
c022145	284	35	249	0	0.12323943662
c022143	220	15	205	0	0.0681818181818
c008427	394	58	336	0	0.147208121827
c008425	440	41	399	0	0.0931818181818
c008420	118	13	105	0	0.110169491525
c008428	653	74	579	0	0.113323124043
c037981	157	26	131	0	0.165605095541
c048910	115	5	110	0	0.0434782608696
c025449	56	4	52	0	0.0714285714286
c022493	321	45	233	43	0.140186915888
c022491	157	16	123	18	0.101910828025
c022496	384	36	348	0	0.09375
c026139	198	42	156	0	0.212121212121
c023329	174	30	144	0	0.172413793103
c023323	49	7	42	0	0.142857142857
c023327	208	31	177	0	0.149038461538
c026137	318	34	244	40	0.106918238994
c007096p	273	35	224	14	0.128205128205
c032272	237	34	203	0	0.143459915612
c032274	217	36	181	0	0.165898617512
c004763	387	56	331	0	0.144702842377
c003975m	240	31	208	1	0.129166666667
c004765	758	101	655	2	0.133245382586
c004767	654	79	575	0	0.120795107034
c004766	820	110	710	0	0.134146341463
c050767	110	16	94	0	0.145454545455
c050768	103	8	95	0	0.0776699029126
c031898	227	26	201	0	0.114537444934
c031896	142	20	122	0	0.140845070423
c017805	460	52	408	0	0.113043478261
c025939	193	31	161	1	0.160621761658
c010125p	261	32	200	29	0.122605363985
c010125m	216	35	181	0	0.162037037037
c021570	172	28	144	0	0.162790697674
c021572	84	14	70	0	0.166666666667
c021574	354	45	309	0	0.127118644068
c021576	256	37	219	0	0.14453125
c009486	72	15	57	0	0.208333333333
c009484	186	33	153	0	0.177419354839
c005103	231	30	201	0	0.12987012987
c005109	484	78	406	0	0.161157024793
c026511	114	17	94	3	0.149122807018
c026517	111	10	101	0	0.0900900900901
c053184	91	26	65	0	0.285714285714
c022800	320	36	276	8	0.1125
c022802	181	17	164	0	0.0939226519337
c022808	206	30	175	1	0.145631067961
c026576	95	11	83	1	0.115789473684
c012942	283	37	246	0	0.13074204947
c012940	294	53	241	0	0.180272108844
c012946	459	38	421	0	0.082788671024
c012944	218	33	185	0	0.151376146789
c012948	333	64	269	0	0.192192192192
c019970	163	15	148	0	0.0920245398773
c019976	106	4	87	15	0.0377358490566
c015228	338	20	156	162	0.0591715976331
c015226	553	51	501	1	0.0922242314647
c019978	419	49	370	0	0.116945107399
c015222	430	60	370	0	0.139534883721
c015220	141	15	126	0	0.106382978723
c043238	108	20	88	0	0.185185185185
c043236	127	17	110	0	0.133858267717
c043232	114	15	99	0	0.131578947368
c043230	121	11	110	0	0.0909090909091
c016033	276	28	248	0	0.101449275362
c036010	58	12	46	0	0.206896551724
c036014	162	30	132	0	0.185185185185
c023863	96	11	85	0	0.114583333333
c023865	174	14	160	0	0.0804597701149
c023867	287	32	255	0	0.11149825784
c001824p	537	69	468	0	0.128491620112
c014687	450	80	370	0	0.177777777778
c014685	458	34	327	97	0.0742358078603
c014683	388	22	268	98	0.0567010309278
c014689	26	4	22	0	0.153846153846
c010593	125	19	106	0	0.152
c010591	337	43	294	0	0.127596439169
c035547	26	5	21	0	0.192307692308
c010599	182	19	162	1	0.104395604396
c037838	43	5	38	0	0.116279069767
c037837	120	18	102	0	0.15
c017488	138	22	116	0	0.159420289855
c017480	129	14	115	0	0.108527131783
c045165	131	17	114	0	0.129770992366
c016274	248	24	224	0	0.0967741935484
c023625	247	37	210	0	0.14979757085
c001454	1603	231	1372	0	0.144104803493
c001456	1049	142	907	0	0.135367016206
c001450	570	73	497	0	0.128070175439
c001458	1030	137	893	0	0.133009708738
c005696m	563	68	495	0	0.120781527531
c050247	63	7	56	0	0.111111111111
c003163	757	113	644	0	0.14927344782
c003161	510	63	445	2	0.123529411765
c003164	908	107	801	0	0.117841409692
c003168	1069	141	928	0	0.131898971001
c002986p	480	72	408	0	0.15
