contig	Nc
c034926	52.41
c034922	61.00
c026116	58.76
c026114	51.15
c026111	39.95
c046213	51.64
c008448	48.14
c008444	49.15
c008440	58.78
c008442	50.57
c004391m	54.07
c044398	60.79
c043770	61.00
c032294	46.40
c004349	51.85
c040946	61.00
c001441p	53.14
c004695	58.27
c004697	58.66
c004691	56.80
c004693	55.13
c050740	61.00
c021025	61.00
c000801	51.45
c040503	46.49
c040502	55.46
c021021	61.00
c027990	52.13
c027994	54.60
c027998	52.26
c000803	56.45
c009313	54.07
c009311	56.68
c009319	56.05
c015375	53.17
c000797	57.59
c051901	43.81
c039000	58.07
c022823	47.88
c011472p	59.94
c002978m	57.35
c029222	48.15
c005852p	50.68
c005852m	54.92
c003837m	53.05
c015246	42.08
c015240	54.86
c015242	49.24
c015248	50.47
c021679	34.57
c043250	44.94
c032929	59.67
c005004p	51.06
c015433	58.28
c038147	51.90
c053528	21.46
c037733	38.23
c009559	61.00
c023887	50.97
c023884	57.68
c023882	48.50
c023880	56.79
c050380	61.00
c011199	50.52
c011191	52.55
c011193	48.22
c011196	61.00
c006007p	52.78
c014115	52.95
c014113	52.86
c014111	57.24
c010825	48.06
c004128m	55.87
c010829	49.21
c025821	58.39
c031292	40.25
c005840	50.50
c051130	56.10
c005846	53.68
c008998p	57.89
c005660	54.20
c045148	42.44
c013493	61.00
c054948	51.49
c017359	47.71
c054947	54.79
c001471	54.25
c000544m	58.00
c001475	56.42
c005694p	51.79
c005694m	61.00
c000544p	58.47
c012511	54.33
c012513	55.48
c012515	54.44
c012516	54.49
c012518	54.28
c019156	58.42
c027419	48.10
c027413	51.71
c027415	56.11
c008930	54.33
c009554	52.15
c029349	53.34
c006125	56.62
c006127	51.28
c006121	54.92
c006123	57.99
c041058	51.70
c000458	57.38
c000450	57.23
c014208	54.86
c019522	53.18
c019524	60.55
c019529	59.56
c014927	58.53
c014925	56.68
c014923	52.19
c014202	48.53
c014929	56.31
c007048	61.00
c046559	61.00
c002753	57.95
c002751	56.77
c002757	57.18
c002755	54.00
c002758	60.31
c020846	50.87
c052312	48.39
c028435	56.13
c052318	49.94
c008208	57.26
c008206	54.85
c008205	55.36
c008201	50.67
c034451	53.29
c001282	54.25
c019384	47.40
c019386	53.41
c019380	51.81
c000916p	46.96
c040382	49.87
c040388	49.79
c018651	54.94
c000798p	48.15
c018655	56.67
c018659	55.73
c001284	57.94
c040658	61.00
c003409	61.00
c040655	50.21
c018389	53.68
c018387	61.00
c018385	53.37
c018383	57.53
c001286	54.27
c036335	42.62
c025779	61.00
c003957p	61.00
c041128	43.15
c006941	48.93
c006947	56.86
c041126	50.80
c016354m	47.16
c004672	59.16
c025776	47.28
c025774	56.94
c028638	45.51
c030766	45.83
c000994p	52.38
c034068	55.15
c034061	60.82
c001335	54.78
c001337	56.94
c001331	56.76
c001332	56.89
c042002	26.18
c024639	41.00
c024633	61.00
c024635	61.00
c024637	55.38
c025541	56.38
c025547	54.88
c033594	57.31
c033596	60.34
c033593	60.52
c033049	53.26
c033043	61.00
c033041	55.61
c005833m	61.00
c025064	44.48
c000249	57.53
c051337	61.00
c011511	48.77
c008934	55.58
c008935	52.95
c008936	53.22
c004508m	48.74
c006497p	56.67
c032312	50.02
c011374m	56.34
c020525	61.00
c020527	56.99
c004988p	47.58
c043876	52.71
c009509	48.33
c012466p	47.67
c004516	47.63
c040711	47.66
c004514	54.41
c015142	50.12
c004515	52.71
c047421	45.09
c020388	51.00
c040716	50.68
c021650	61.00
c021652	55.65
c021654	58.82
c021656	58.95
c000158p	47.95
c050827	47.96
c021380	49.81
c013913	53.03
c053008	52.88
c013914	58.89
c050829	59.30
c017020	45.55
c004422	57.94
c042007	48.70
c042005	61.00
c029298	59.66
c044730	39.35
c000767m	58.53
c045521	43.88
c023633	37.20
c016091	53.46
c016093	59.02
c016099	51.41
c002866p	53.71
c019818	59.81
c019814	47.63
c019816	56.10
c019810	46.84
c019812	54.75
c015675	57.05
c015674	54.06
c019120	47.61
c044711	51.74
c044713	61.00
c017940	60.34
c017942	46.95
c017944	53.72
c017946	42.73
c045844	53.09
c045840	51.77
c016631	55.99
c016633	59.07
c016635	60.60
c047990	54.62
c024952	59.79
c023921	49.84
c023923	61.00
c004313m	55.13
c023927	61.00
c029927	47.18
c029925	45.42
c009352m	51.40
c009352p	54.04
c036648	54.39
c036642	57.84
c038771	58.30
c038772	36.71
c038774	61.00
c004675p	58.29
c018858	52.01
c018852	51.77
c018850	58.10
c018856	56.53
c018854	55.96
c014706	57.56
c014702	57.02
c014700	50.95
c014896p	51.29
c014709	61.00
c010677	50.56
c010675	55.72
c051079	55.25
c026879	61.00
c002132	55.55
c002130	54.98
c002134	57.22
c042860	47.51
c026877	58.29
c023907	46.08
c030165	60.74
c030167	51.49
c030161	56.39
c028734	58.18
c013073	53.21
c028730	61.00
c028732	54.31
c013079	52.78
c007832m	53.15
c001535	50.12
c001533	52.86
c001530	53.31
c006084	61.00
c006082	58.24
c006080	57.98
c003261	58.57
c006088	54.51
c039569	52.60
c007979	54.50
c001570m	53.90
c001689	56.23
c013715	48.96
c001681	55.67
c001683	54.25
c035233	56.00
c015951	52.85
c015957	54.80
c007689	61.00
c052971	57.13
c007681	53.08
c007687	57.45
c007685	59.58
c029463	61.00
c029461	47.34
c012708	57.11
c001447m	52.36
c000799	58.27
c000795	52.37
c001447p	56.42
c000791	56.04
c000793	51.98
c000693m	60.66
c034953	56.87
c000468m	54.04
c019482	50.81
c019487	41.51
c019485	59.19
c008038	55.78
c007029	58.18
c008031	55.16
c008035	57.21
c010881p	59.08
c001185p	49.18
c002653	56.79
c002651	44.89
c018423	60.70
c018424	60.09
c018428	59.10
c052502	51.07
c044299	55.49
c025949	56.08
c040674	61.00
c037251	51.38
c037255	57.66
c028480	44.09
c009741	50.87
c050365	45.53
c009745	47.48
c009747	60.07
c009749	61.00
c008185p	52.05
c025905	39.73
c042651	42.44
c054656	44.92
c028207	61.00
c031318	58.50
c031314	57.35
c031312	59.96
c030447	55.94
c030445	50.72
c028202	53.80
c007864p	52.98
c038137	61.00
c028203	50.34
c009376	49.61
c020819	55.52
c009378	56.01
c020811	55.61
c020813	61.00
c040731	49.25
c047637	54.50
c051050	58.19
c021853	46.62
c021857	57.13
c023474p	24.94
c025196	51.09
c034239	58.93
c034235	55.97
c042341	33.53
c042343	44.38
c011700	55.69
c011705	51.71
c011707	59.56
c011709	52.11
c011832	49.57
c022507	61.00
c022503	56.11
c026423	47.75
c033768	54.04
c028908	49.69
c027133	59.56
c005187	52.87
c028905	53.84
c028903	56.45
c010471	47.39
c010473	56.73
c010475	54.38
c010477	50.73
c010479	60.17
c023333	60.65
c016949	54.90
c016945	48.03
c016943	53.39
c027280	50.82
c027287	50.27
c027289	56.46
c020031	61.00
c051508	45.12
c020483	58.33
c020481	42.07
c035312	40.29
c044801	50.06
c019206	61.00
c027863	55.92
c027868	61.00
c005527p	55.67
c024735	57.14
c024737	52.10
c037522	61.00
c045277	52.16
c045279	47.54
c021423	50.84
c021421	47.06
c021427	53.12
c028716	57.28
c001117m	56.21
c026583	61.00
c038943	60.21
c046694	53.14
c047348	35.41
c044698	50.43
c002564p	60.57
c046922	39.43
c042232	50.09
c042234	42.28
c000497m	49.81
c052742	33.82
c002673p	53.91
c041770	61.00
c041775	61.00
c041777	60.02
c008985m	49.56
c037410	56.38
c002103p	50.85
c000132p	52.72
c039309	44.14
c028484	54.45
c039301	56.69
c015378	51.27
c003859	55.11
c003857	48.56
c015373	47.99
c003853	52.32
c015377	57.52
c049163	41.97
c047907	51.89
c031159	51.81
c031157	47.84
c031155	46.86
c031153	45.31
c030688	50.23
c009841p	49.54
c030682	61.00
c030687	59.51
c001182	56.40
c043030	61.00
c009841m	54.19
c040565	54.18
c018958	55.32
c018956	50.58
c018954	55.10
c031485	60.05
c036459	42.03
c031481	56.73
c043036	46.16
c036450	61.00
c036456	45.10
c043037	49.21
c035107	55.87
c035101	36.65
c000375p	45.29
c035109	55.55
c002077	59.19
c002075	50.60
c039549	57.08
c000375m	53.67
c002078	53.61
c005861	56.75
c005863	56.30
c005865	50.38
c005866	55.63
c005868	56.37
c001765	59.83
c001760	53.24
c001768	57.40
c004852m	60.00
c003497m	52.27
c002798m	53.08
c028104	58.14
c039481	23.86
c054257	51.90
c003038	42.05
c003035	56.05
c003032	55.25
c007728	56.37
c008918	44.59
c008916	52.27
c008914	54.63
c008912	49.16
c050773	55.42
c000125m	49.37
c004647	58.43
c032566	61.00
c032568	57.43
c023613	61.00
c023611	51.11
c023617	60.62
c023615	59.94
c026229	54.83
c019142	43.32
c019140	61.00
c019146	51.09
c024979	57.36
c024975	36.37
c024973	60.41
c024971	50.05
c026198	58.97
c026194	61.00
c026192	52.10
c031830	59.98
c002845	57.90
c002841	51.78
c048311	52.30
c005478	54.95
c005472	53.84
c005470	55.61
c028925	58.37
c041659	61.00
c009933	54.25
c009931	50.70
c009937	54.18
c009935	54.66
c009939	57.25
c030875	61.00
c004873	54.59
c004875	59.23
c004877	51.94
c009029	52.38
c003456m	53.13
c003456p	56.85
c000104	58.32
c024123	55.79
c021959	59.10
c021957	57.71
c021955	60.01
c021951	52.49
c016461	56.56
c016463	52.41
c016464	59.39
c009274	54.75
c016468	61.00
c022200	58.23
c023555	56.07
c023551	55.01
c023553	51.61
c038096	59.98
c034402	61.00
c034400	53.24
c029167	47.28
c011111	52.21
c029164	52.31
c011116	58.43
c011118	56.67
c000032m	58.29
c017428	55.34
c017426	61.00
c017424	54.82
c017423	57.05
c017421	61.00
c041012	60.75
c000037m	55.85
c009478	52.71
c005111	53.20
c029163	61.00
c015743	61.00
c015745	46.54
c015747	53.85
c000046	54.16
c009476	54.37
c001971m	50.18
c026022	53.89
c042419	43.99
c041016	61.00
c027497	49.10
c041017	60.12
c014430	48.39
c013420	51.89
c013426	61.00
c013424	56.82
c053714	40.61
c014226	61.00
c039931	42.64
c039933	41.58
c020141	54.45
c020147	57.33
c020145	53.28
c020148	36.59
c013527	50.33
c011937	54.55
c011935	55.62
c007251	52.78
c011931	61.00
c007259	53.63
c046228	61.00
c009233m	56.74
c040308	49.38
c040302	61.00
c040306	46.71
c040304	50.38
c028522	58.47
c042450	48.60
c028524	47.43
c013522	51.95
c019309	53.36
c013521	49.29
c049684	52.65
c005662	50.42
c016300	55.66
c016302	56.10
c048488	52.37
c002984	54.86
c044336	52.05
c000179	58.33
c044339	25.47
c042173	53.92
c032175	46.92
c032174	53.54
c036556	52.00
c005957p	50.09
c036550	48.26
c039116	50.46
c039115	51.49
c016388	61.00
c022817	60.12
c022816	52.75
c040481	50.44
c013798	58.32
c030098	52.14
c029549	58.02
c030091	55.62
c030094	61.00
c030096	45.81
c024323	49.15
c024321	56.19
c024325	56.05
c012024	58.53
c008892	51.94
c008898	57.65
c033514	54.33
c033512	61.00
c002554	53.62
c002553	57.20
c006644	59.92
c006646	56.96
c006640	53.96
c006642	58.29
c013145	52.53
c013143	51.43
c025092	50.47
c025090	61.00
c025096	58.60
c025094	59.07
c048838	55.17
c048833	52.67
c028317	49.92
c028315	57.41
c028313	50.44
c022779	52.88
c003582	56.42
c003606	57.16
c003760	51.75
c018251m	45.55
c008347m	46.83
c008721	55.04
c008723	57.76
c008725	61.00
c008727	56.39
c038208	61.00
c033301	53.04
c032398	53.15
c032395	42.99
c047404	41.46
c032393	50.64
c004260	57.79
c004263	56.07
c000972p	50.88
c004267	56.80
c000972m	61.00
c023020	50.20
c039864	61.00
c049870	48.00
c012953	56.86
c015460	61.00
c001028	53.41
c027652	61.00
c027650	49.35
c027658	36.78
c009051	55.64
c009054	52.15
c009056	49.46
c009058	59.81
c001020	49.61
c001023	52.80
c001025	55.26
c053338	40.68
c015239	54.64
c004827m	54.28
c025872	61.00
c009582	58.10
c009580	54.00
c019969	56.47
c003378p	46.50
c045347	57.81
c003378m	48.69
c030939	60.51
c030937	48.04
c030934	51.15
c030932	51.99
c003125p	50.40
c053125	53.65
c005099m	51.91
c047449	48.21
c043351	47.78
c026311	58.58
c002071p	54.87
c045433	21.81
c026313	38.25
c051731	50.63
c022034	51.94
c022036	53.55
c022030	51.53
c012044	56.00
c023148	54.49
c013840	56.80
c011094	55.68
c011091	55.01
c011093	61.00
c011099	56.93
c044130	41.58
c044134	61.00
c034862	53.53
c010941	54.22
c010943	48.94
c010945	50.52
c010948	53.39
c004953p	58.33
c011363	49.71
c011361	58.63
c011367	48.87
c014788	55.78
c014786	51.88
c011369	53.20
c014782	51.98
c014780	53.65
c001714m	52.65
c009863	51.81
c001714p	56.39
c035373	61.00
c035371	55.49
c004740m	52.91
c050343	44.13
c009760	54.53
c050348	56.91
c001278m	50.38
c000238m	56.62
c027515	53.20
c027511	57.58
c026172m	33.29
c027518	46.74
c036950	57.66
c007890p	49.26
c042609	51.23
c005491p	57.85
c006009	46.10
c002421	53.75
c000714	55.73
c000717	54.24
c000711	53.33
c000460m	55.14
c019401	27.26
c019407	53.33
c019405	55.00
c019409	53.78
c017052	55.93
c046452	48.49
c001478m	51.91
c052050	61.00
c008529	57.86
c008523	60.32
c008520	56.74
c008526	58.34
c033822	61.00
c042438	61.00
c033829	60.73
c001846	50.95
c001844	54.95
c001842	53.86
c021330	54.01
c008650	58.93
c018758	55.72
c018754	56.38
c018752	57.00
c003569	58.28
c047725	61.00
c000129p	57.77
c032841	56.09
c006869	55.49
c049091	61.00
c041644	37.74
c041643	50.58
c036160	44.60
c041649	60.03
c036164	58.66
c028576	48.61
c028574	60.21
c028572	49.36
c039099	52.60
c039097	58.96
c039090	47.87
c054323	44.44
c006571p	47.19
c006571m	53.16
c041967	49.03
c031531	50.61
c031537	51.49
c013401	53.03
c035435	57.02
c013700	60.82
c034143	61.00
c034141	44.54
c041426	51.59
c001074	55.93
c001070	56.13
c001078	58.68
c026381	61.00
c020875	61.00
c022637	50.70
c022635	56.46
c033498	46.35
c026933	61.00
c026935	58.66
c033490	47.27
c033494	51.51
c033496	41.01
c051100	48.20
c035576	42.76
c016395	48.14
c023183	61.00
c018895	49.90
c042996	53.97
c022585	55.29
c022583	48.57
c001325p	51.91
c023278	45.10
c023274	54.77
c023276	60.59
c023272	43.93
c001325m	52.55
c039956	46.47
c018890	58.69
c020402	44.77
c020400	50.71
c018891	53.71
c020408	60.01
c049935	49.86
c043935	52.14
c009077m	51.29
c009077p	56.57
c027756	57.70
c027750	61.00
c027759	49.71
c042324	44.26
c044043	61.00
c021758	55.99
c021754	49.18
c021756	53.15
c021752	61.00
c033418	46.86
c025420p	49.78
c028408	61.00
c014848	56.50
c014844	52.81
c014846	51.39
c014840	53.89
c014842	58.93
c005019	51.07
c005011	52.63
c005015	50.97
c042720	57.72
c049635	42.90
c016191	51.29
c016193	61.00
c016197	56.38
c016198	61.00
c022912	54.47
c022910	52.55
c022917	50.74
c022915	61.00
c011910	55.33
c011911	52.30
c015088	58.52
c015082	61.00
c015080	58.97
c015086	60.80
c011917	57.81
c043496	61.00
c012355	59.11
c017828	48.03
c044615	51.59
c012852	51.96
c017822	59.44
c045960	41.90
c045962	54.93
c045966	56.71
c045968	51.79
c016779	52.71
c012350	61.00
c001448	54.63
c009945m	52.84
c048172	47.25
c036764	58.01
c040368	47.43
c038434	46.68
c038438	59.25
c028405	49.16
c040362	47.63
c014022	61.00
c005570m	57.24
c014026	52.22
c014024	50.33
c010733	53.44
c010731	48.76
c010735	53.14
c010739	58.66
c005570p	54.69
c010823	60.12
c013490	51.01
c035236	57.86
c035232	56.89
c030608	46.23
c037966	49.38
c041257	46.00
c035186	52.75
c001271	56.41
c001273	53.10
c001276	57.48
c001279	52.28
c012548	55.94
c003345	55.23
c003340	61.00
c028525	61.00
c015854	50.79
c015856	58.89
c015850	56.02
c015852	57.43
c015859	60.01
c013596	50.19
c013592	56.36
c013590	58.07
c013599	51.36
c012469	56.89
c012464	61.00
c012461	46.54
c012462	53.85
c000698	57.28
c029238	61.00
c029236	46.43
c029230	61.00
c038353	54.38
c006239	53.13
c006230	53.85
c006232	53.54
c006234	56.68
c006236	52.07
c007149	54.83
c007140	51.06
c007143	56.95
c007145	55.44
c007147	52.67
c052958	45.96
c045982	58.83
c019639	56.46
c019634	51.45
c027769	55.81
c013844	58.52
c013846	54.02
c022567	54.51
c013842	50.78
c027762	61.00
c051285	52.65
c048391	48.11
c052221	61.00
c010702	48.81
c001424m	48.94
c040096	35.52
c035075	56.85
c010701	54.01
c040722	48.55
c004562	52.47
c004560	54.10
c018278	38.33
c029375	52.79
c018270	58.24
c018277	58.13
c018275	51.14
c010707	61.00
c031218	53.45
c036248	53.19
c036246	61.00
c043802	54.70
c030567	47.07
c037121	48.34
c037120	61.00
c006097m	57.30
c022897	61.00
c039206	50.77
c005389	54.03
c005955	50.05
c024705	51.65
c024707	52.53
c024701	45.53
c026907	54.71
c022287	47.06
c022285	56.85
c002765m	52.42
c034487	60.35
c034485	52.68
c034483	58.54
c030548	57.73
c022466	59.10
c022462	57.94
c033689	53.53
c026700	59.09
c026706	61.00
c026704	56.17
c033681	53.79
c033683	50.42
c033687	61.00
c001359m	59.59
c027360	53.92
c027366	48.81
c001359p	57.90
c010242	54.48
c000085	56.50
c010246	54.99
c010244	45.47
c006525	59.30
c051423	41.40
c042490	55.66
c014311	56.34
c002281p	52.40
c053868	49.98
c053866	61.00
c041140	56.96
c005043	57.30
c051797	38.50
c027944	51.84
c027942	55.85
c027940	61.00
c027948	54.49
c020634	47.56
c020636	54.70
c020632	53.90
c016888m	43.79
c002764	52.00
c045443	47.02
c045445	57.65
c014309p	47.00
c001103m	50.72
c021278	52.33
c021272	55.54
c021276	58.66
c021274	59.74
c028035	55.45
c046802	46.95
c046801	42.46
c046807	56.87
c028032	58.02
c047172	43.91
c022894	61.00
c022892	60.92
c022890	50.25
c000097p	52.29
c016382	52.03
c016384	60.40
c037352	57.49
c039224	40.80
c039223	54.07
c039229	60.10
c013202	49.68
c039199	45.74
c035686	57.74
c054267	48.03
c015541	53.24
c015544	55.40
c015548	47.58
c036088	56.30
c011655	61.00
c036083	49.96
c016147	55.36
c029819	52.22
c029815	59.33
c040400	32.31
c016773	57.34
c031768	61.00
c035066	37.30
c030018	61.00
c001209m	49.33
c016142	50.70
c005942	58.13
c005940	60.50
c005947	59.57
c005945	61.00
c016143	59.64
c002229	58.07
c002227	54.07
c002222	54.16
c002220	58.71
c042919	57.23
c016140	58.34
c008679p	58.36
c041350	36.21
c016141	48.93
c028024	40.97
c025018	45.21
c034643	51.06
c034649	41.98
c008811	56.72
c008816	42.85
c008814	52.71
c016064	53.30
c003687	57.56
c003685	51.66
c003683	52.37
c003681	54.88
c016067	52.52
c003689	52.39
c007597	56.49
c007595	56.95
c012638	60.90
c036869	56.89
c026545	52.28
c026547	59.47
c012632	56.17
c015055	47.86
c040606	48.12
c004405	47.77
c015052	58.03
c029048	36.96
c026098	56.59
c026093	45.16
c029043	49.14
c026097	52.41
c033332	44.38
c033338	57.05
c004408	56.76
c008106	54.21
c008100	61.00
c008102	57.56
c000334	56.15
c000332	56.19
c016062	58.43
c048218	43.22
c048214	42.54
c018338	47.16
c049567	40.74
c005539	60.55
c005533	57.43
c005537	51.16
c005535	53.09
c052533	46.08
c028804	56.17
c028800	59.19
c005688	54.85
c000105m	56.53
c004488	50.26
c004485	49.25
c012627	50.46
c004482	55.58
c012626	49.62
c031002	55.87
c031004	61.00
c031006	57.73
c024349	53.67
c001391	59.32
c003908	53.01
c038667	44.90
c003901	53.68
c003903	47.30
c003906	56.30
c002902p	57.23
c038662	61.00
c003170m	48.83
c003984	47.54
c024009	52.60
c021071	49.61
c021073	48.64
c024003	58.69
c024007	50.73
c024005	51.35
c003988	49.53
c014480	47.68
c013048	46.52
c028887	52.74
c016543	54.62
c016546	56.32
c016549	38.12
c039806	61.00
c025355	61.00
c028883	53.25
c025351	55.11
c025353	46.89
c036366	51.87
c007724	50.21
c039807	45.39
c029072	52.53
c016305	53.29
c004409m	48.04
c001180p	58.45
c004409p	53.00
c011010	55.93
c011012	55.04
c017709	61.00
c024690	52.89
c017702	56.35
c017700	53.84
c017706	44.37
c024696	53.45
c032092	57.07
c023744	51.16
c023746	51.27
c023740	37.10
c023742	46.63
c007723	59.85
c015621	49.80
c015627	53.19
c015625	54.46
c015629	42.05
c027046	37.29
c027044	53.41
c027042	38.38
c006913	52.11
c006914	50.64
c027598	54.04
c031080	40.52
c005356	56.38
c005355	52.05
c010053	49.73
c010051	60.95
c029528	45.24
c010055	48.90
c009673	54.71
c042684	55.99
c042686	47.75
c014577	57.67
c014571	61.00
c014573	57.31
c053619	45.16
c053110	47.07
c031717	52.88
c033579	59.93
c043885	52.18
c020064	60.55
c020066	51.46
c020062	53.72
c002792	53.95
c016704	48.86
c043551	54.03
c017088	57.45
c017085	58.02
c017081	54.78
c040225	49.12
c040227	61.00
c040223	51.46
c045659	51.50
c045651	48.80
c021339	30.93
c021337	61.00
c021335	52.26
c021333	43.27
c021331	51.01
c040196	38.40
c004498	59.42
c038831	36.74
c019268	58.13
c013161	56.49
c019264	51.76
c019262	52.04
c006629	52.12
c018568	56.51
c044676	56.19
c041575	34.25
c042301	54.72
c049013	57.57
c044271	58.55
c010703	53.04
c018485	54.48
c039014	55.61
c023441	48.77
c007768p	52.97
c004934	55.72
c004937	56.20
c004931	57.72
c004938	58.94
c022773	56.13
c029991	52.70
c029997	57.12
c029998	50.96
c004649p	48.38
c000962	54.31
c000966	56.45
c000964	51.50
c000968	55.11
c029629	54.01
c030196	51.58
c030192	55.94
c029624	49.93
c009607	51.32
c025529	59.29
c006626p	54.05
c041870	36.44
c030261	51.09
c038058	60.76
c038054	31.82
c006626m	50.18
c053448	57.39
c025520	61.00
c013557	55.53
c002187	55.24
c025521	53.52
c028336	58.62
c028337	57.56
c023007	54.24
c023005	60.52
c033415	42.64
c002450	56.79
c002452	54.09
c002454	59.70
c002456	53.45
c023001	61.00
c006523	50.43
c013981	51.35
c023000	58.84
c008652p	56.65
c013758	44.53
c013754	34.85
c013752	52.08
c028213	61.00
c028210	53.93
c028216	58.33
c028214	58.14
c028218	60.43
c004818m	56.40
c035200	57.87
c003728	58.88
c032762	50.43
c003720	55.39
c003722	53.58
c003724	59.43
c024661	52.73
c008608	53.54
c039822	57.99
c039820	60.46
c008602	50.59
c008600	57.50
c008607	60.00
c004452p	47.51
c012982	46.69
c037330	48.79
c004543m	40.74
c004543p	48.91
c012008	61.00
c012004	54.06
c012001	56.04
c048008	31.50
c048003	51.73
c004058	54.19
c004052	52.87
c004057	58.45
c004055	57.94
c009762	61.00
c012378	57.61
c003300p	47.95
c009156	56.33
c009153	55.50
c002441	56.96
c011549	56.89
c008156	54.28
c005090	54.13
c053369	61.00
c020264	61.00
c020262	56.43
c020261	53.36
c040821	59.68
c009849	55.11
c009846	49.23
c009843	53.48
c009840	59.62
c015356	45.05
c015357	51.96
c022992	55.87
c022996	43.61
c022994	47.04
c011544	58.48
c003832	55.14
c041876	40.07
c002593m	56.05
c015007	55.01
c048324	44.16
c047529	51.71
c050921	39.70
c043411	46.09
c043417	44.04
c011446	54.51
c011444	58.06
c024237	58.18
c011541	51.43
c022377	52.43
c011440	52.35
c011441	54.75
c012209	54.64
c016263	47.79
c001658p	59.67
c014354	61.00
c014356	55.03
c014350	56.93
c014352	54.02
c001175m	55.53
c001175p	49.97
c054123	26.55
c015825	58.71
c002431m	56.17
c002499	55.41
c001980m	59.16
c011209	52.17
c001980p	51.48
c011207	54.63
c011201	61.00
c010158	59.21
c010155	48.99
