contig	species	dN	dS	dNdS
c002689	Apallida	0.1252	3.7964	0.0330
c002691p	Apallida	0.2637	25.5063	0.0103
c002697m	Apallida	0.2015	10.6046	0.0190
c002697p	Apallida	0.2454	12.2883	0.0200
c002701	Apallida	0.4918	66.9948	0.0073
c002706	Apallida	0.2388	7.6956	0.0310
c002707	Apallida	0.1314	4.6540	0.0282
c002708m	Apallida	0.6090	70.4631	0.0086
c002712	Apallida	0.2973	12.3774	0.0240
c002717	Apallida	0.1868	5.5958	0.0334
c002722	Apallida	0.1775	13.0085	0.0136
c002730	Apallida	0.1630	7.9343	0.0205
c002733	Apallida	0.3018	11.1051	0.0272
c002734	Apallida	0.3961	61.0552	0.0065
c002740	Apallida	0.1677	77.0483	0.0022
c002742p	Apallida	0.1718	5.1033	0.0337
c002746	Apallida	0.4664	7.3151	0.0638
c002754	Apallida	0.1634	52.0477	0.0031
c002756	Apallida	0.5621	39.9924	0.0141
c002757	Apallida	0.4688	24.9442	0.0188
c002761	Apallida	0.1855	67.4003	0.0028
c002765p	Apallida	0.2954	7.4064	0.0399
c002770	Apallida	0.2953	8.9075	0.0332
c002780m	Apallida	0.3099	63.3294	0.0049
c002783p	Apallida	0.3360	74.9909	0.0045
c002784	Apallida	0.1952	67.8720	0.0029
c002791p	Apallida	0.1699	58.0550	0.0029
c002793	Apallida	0.8534	4.4972	0.1898
c002795	Apallida	0.2437	73.2337	0.0033
c002796	Apallida	0.4155	13.8615	0.0300
c002803	Apallida	0.5717	6.9751	0.0820
c002806	Apallida	0.1736	9.0663	0.0191
c002816	Apallida	0.3189	49.3077	0.0065
c002817	Apallida	0.2273	4.2233	0.0538
c002830	Apallida	0.0925	4.8238	0.0192
c002835m	Apallida	0.2519	5.8807	0.0428
c002835p	Apallida	0.2640	7.9396	0.0332
c002841	Apallida	0.3542	67.1515	0.0053
c002844	Apallida	0.1485	16.9304	0.0088
c002847m	Apallida	0.0931	62.0423	0.0015
c002853	Apallida	0.2777	68.9812	0.0040
c002857	Apallida	0.3438	67.7759	0.0051
c002859	Apallida	0.2832	73.5642	0.0039
c002864	Apallida	0.6623	68.4004	0.0097
c002865	Apallida	0.3218	8.5918	0.0374
c002866p	Apallida	0.4464	4.7519	0.0939
c002875p	Apallida	0.4677	10.1997	0.0459
c002876	Apallida	0.1886	12.8434	0.0147
c002877	Apallida	0.2866	65.9216	0.0043
c002878	Apallida	0.9876	64.0867	0.0154
c002880	Apallida	0.2521	16.7562	0.0150
c002883m	Apallida	0.2493	4.0096	0.0622
c002884	Apallida	0.1479	5.4774	0.0270
c002888m	Apallida	0.4280	63.1121	0.0068
c002891p	Apallida	0.0800	2.2516	0.0355
c002892	Apallida	0.2553	24.7993	0.0103
c002893	Apallida	0.4180	3.9257	0.1065
c002899	Apallida	0.2145	12.0806	0.0178
c002900	Apallida	0.4089	8.3900	0.0487
c002904m	Apallida	0.4308	3.3986	0.1268
c002906	Apallida	0.3119	69.5265	0.0045
c002907	Apallida	0.1396	2.6607	0.0525
c002909m	Apallida	0.3495	14.0448	0.0249
c002914	Apallida	0.5250	63.5747	0.0083
c002917	Apallida	0.2034	9.6834	0.0210
c002918	Apallida	0.5242	14.0016	0.0374
c002926	Apallida	0.3887	67.6681	0.0057
c002931	Apallida	0.3996	32.3277	0.0124
c002933	Apallida	0.3134	62.0052	0.0051
c002934	Apallida	0.2977	9.4600	0.0315
c002938m	Apallida	0.2595	4.8389	0.0536
c002940	Apallida	0.2340	7.2070	0.0325
c002941	Apallida	0.6359	69.3389	0.0092
c002944	Apallida	0.4783	11.2400	0.0425
c002945	Apallida	0.4342	21.7296	0.0200
c002947	Apallida	0.1473	8.4194	0.0175
c002950	Apallida	0.4243	67.0238	0.0063
c002951p	Apallida	0.3547	68.8143	0.0052
c002953	Apallida	0.2421	65.9901	0.0037
c002954	Apallida	0.2536	9.5328	0.0266
c002955p	Apallida	0.3474	60.0381	0.0058
c002959	Apallida	0.5158	69.4486	0.0074
c002966	Apallida	0.3066	68.0125	0.0045
c002967p	Apallida	0.2760	70.7609	0.0039
c002968	Apallida	0.3245	11.2054	0.0290
c002969	Apallida	0.3668	11.9741	0.0306
c002973	Apallida	0.1288	14.6883	0.0088
c002974m	Apallida	0.8174	66.7294	0.0122
c002986p	Apallida	0.1330	3.8850	0.0342
c002989p	Apallida	0.1866	4.6670	0.0400
c002997	Apallida	0.3010	8.6866	0.0346
c003000	Apallida	0.3391	64.2672	0.0053
c003005	Apallida	0.3377	18.7005	0.0181
c003006	Apallida	0.1553	4.7889	0.0324
c003010	Apallida	0.2204	7.2803	0.0303
c003014	Apallida	0.3721	53.1281	0.0070
c003017	Apallida	0.2194	65.9996	0.0033
c003018	Apallida	0.1942	40.7252	0.0048
c003020	Apallida	0.3960	68.6360	0.0058
c003021	Apallida	0.1917	54.3766	0.0035
c003022m	Apallida	0.0592	11.1400	0.0053
c003026	Apallida	0.3557	64.9799	0.0055
c003027	Apallida	0.1928	6.8918	0.0280
c003033	Apallida	0.1587	8.4473	0.0188
c003034m	Apallida	0.2458	12.4254	0.0198
c003035	Apallida	0.3567	3.3537	0.1064
c003044	Apallida	0.3861	61.1482	0.0063
c003046	Apallida	0.6332	11.1184	0.0570
c003047m	Apallida	0.5364	61.8608	0.0087
c003048	Apallida	0.3573	23.6542	0.0151
c003054	Apallida	0.2755	70.5832	0.0039
c003059m	Apallida	0.3552	74.5841	0.0048
c003060	Apallida	0.2950	28.5409	0.0103
c003069	Apallida	0.0927	36.1852	0.0026
c003070	Apallida	0.1735	74.7123	0.0023
c003073	Apallida	0.2329	22.5407	0.0103
c003074	Apallida	0.2753	6.8212	0.0404
c003085	Apallida	0.4447	4.8391	0.0919
c003098m	Apallida	0.3132	38.1351	0.0082
c003105p	Apallida	0.1889	7.7999	0.0242
c003109	Apallida	0.4548	67.4844	0.0067
c003111	Apallida	0.1425	7.2818	0.0196
c003113	Apallida	0.3043	3.8076	0.0799
c003116	Apallida	0.4661	67.5929	0.0069
c003118m	Apallida	0.4357	66.1091	0.0066
c003120p	Apallida	0.2974	5.8749	0.0506
c003122	Apallida	0.4021	46.0658	0.0087
c003127	Apallida	0.4862	14.9956	0.0324
c003138	Apallida	0.1281	4.9305	0.0260
c003141	Apallida	0.2717	65.9765	0.0041
c003147	Apallida	0.5710	12.1847	0.0469
c003148	Apallida	0.1105	4.0658	0.0272
c003149	Apallida	0.2747	68.1566	0.0040
c003159	Apallida	0.3724	66.5335	0.0056
c003163	Apallida	0.2535	65.0209	0.0039
c003164	Apallida	0.2466	46.2599	0.0053
c003165	Apallida	0.5409	76.4800	0.0071
c003166	Apallida	0.3420	11.7581	0.0291
c003168	Apallida	0.1477	9.5409	0.0155
c003169	Apallida	0.3060	7.6029	0.0402
c003170m	Apallida	0.3266	5.1258	0.0637
c003185	Apallida	0.1643	7.3899	0.0222
c003190	Apallida	0.4571	4.6091	0.0992
c003192	Apallida	0.2288	13.2288	0.0173
c003194	Apallida	0.1312	6.5722	0.0200
c003200	Apallida	0.4537	72.6624	0.0062
c003208p	Apallida	0.3002	25.7500	0.0117
c003214m	Apallida	0.2131	69.2135	0.0031
c003216	Apallida	0.5372	63.0744	0.0085
c003218	Apallida	0.1946	59.7611	0.0033
c003219m	Apallida	0.6352	3.4606	0.1836
c003222	Apallida	0.5074	74.3170	0.0068
c003238	Apallida	0.3839	4.1361	0.0928
c003242	Apallida	0.3149	12.4845	0.0252
c003245	Apallida	0.2273	19.6483	0.0116
c003250	Apallida	0.2683	74.2964	0.0036
c003252	Apallida	0.1674	7.6232	0.0220
c003263p	Apallida	0.1304	13.1466	0.0099
c003272p	Apallida	0.1829	3.2134	0.0569
c003276	Apallida	0.2805	5.0894	0.0551
c003277p	Apallida	0.4306	41.0800	0.0105
c003280p	Apallida	0.5816	2.8115	0.2069
c003281	Apallida	0.1805	67.2577	0.0027
c003284	Apallida	0.5301	65.2256	0.0081
c003285	Apallida	0.2701	67.7556	0.0040
c003286	Apallida	0.3301	70.1589	0.0047
c003287	Apallida	0.2970	70.7972	0.0042
c003288	Apallida	0.2627	15.0494	0.0175
c003295	Apallida	0.1577	5.6985	0.0277
c003297	Apallida	0.1998	5.6544	0.0353
c003300p	Apallida	0.3123	72.2716	0.0043
c003304	Apallida	0.1669	64.9989	0.0026
c003306	Apallida	0.5631	20.7779	0.0271
c003307	Apallida	0.4777	9.3253	0.0512
c003316m	Apallida	0.1185	5.6711	0.0209
c003317m	Apallida	0.3170	69.0983	0.0046
c003317p	Apallida	0.3582	9.9029	0.0362
c003319	Apallida	0.2931	8.5559	0.0343
c003326	Apallida	0.6659	75.9740	0.0088
c003330	Apallida	0.0945	69.6355	0.0014
c003332	Apallida	0.1454	11.5272	0.0126
c003336	Apallida	0.4411	67.6563	0.0065
c003337	Apallida	0.2000	18.6288	0.0107
c003340	Apallida	0.2790	4.5343	0.0615
c003342	Apallida	0.5460	19.0411	0.0287
c003346m	Apallida	0.2145	4.5107	0.0476
c003346p	Apallida	0.1197	65.8564	0.0018
c003348m	Apallida	0.2435	21.1145	0.0115
c003350	Apallida	0.1615	6.5148	0.0248
c003351	Apallida	0.4662	34.3033	0.0136
c003352m	Apallida	0.2056	23.1706	0.0089
c003358	Apallida	0.0666	3.7780	0.0176
c003360	Apallida	0.0208	14.6282	0.0014
c003362	Apallida	0.4227	27.7039	0.0153
c003363	Apallida	0.1454	7.8077	0.0186
c003364	Apallida	0.4145	78.2154	0.0053
c003366	Apallida	0.2991	67.7884	0.0044
c003368p	Apallida	0.4124	70.8421	0.0058
c003369	Apallida	0.5798	69.1254	0.0084
c003374	Apallida	0.3975	64.3409	0.0062
c003375m	Apallida	0.2114	89.4458	0.0024
c003380	Apallida	0.2046	4.6344	0.0442
c003383	Apallida	0.5088	5.3325	0.0954
c003387	Apallida	0.1054	6.2173	0.0170
c003391	Apallida	0.4943	6.8774	0.0719
c003393	Apallida	0.4388	10.1713	0.0431
c003395	Apallida	0.3779	65.6563	0.0058
c003396	Apallida	0.3865	74.4259	0.0052
c003401	Apallida	0.3237	20.8275	0.0155
c003411	Apallida	0.3531	65.0312	0.0054
c003413	Apallida	0.3877	68.7498	0.0056
c003419p	Apallida	0.4723	82.9511	0.0057
c003422	Apallida	0.3030	3.4214	0.0886
c003432	Apallida	0.2267	9.5689	0.0237
c003436	Apallida	0.2164	8.2070	0.0264
c003443	Apallida	0.3451	8.0172	0.0430
c003444	Apallida	0.3392	6.1275	0.0554
c003445	Apallida	0.1228	7.6082	0.0161
c003449	Apallida	0.2032	50.3929	0.0040
c003450	Apallida	0.3934	12.0951	0.0325
c003452	Apallida	0.1887	72.6788	0.0026
c003456m	Apallida	0.2841	6.0835	0.0467
c003456p	Apallida	0.4507	52.8749	0.0085
c003457	Apallida	0.4525	63.6467	0.0071
c003458	Apallida	0.2117	50.3887	0.0042
c003459	Apallida	0.1085	4.5373	0.0239
c003466	Apallida	0.2791	6.4433	0.0433
c003470m	Apallida	0.2359	10.1764	0.0232
c003473	Apallida	0.3682	62.8521	0.0059
c003474	Apallida	0.1608	20.3761	0.0079
c003476	Apallida	0.3613	71.0445	0.0051
c003481	Apallida	0.2318	6.8992	0.0336
c003487	Apallida	0.1925	66.6532	0.0029
c003489	Apallida	0.4601	11.4164	0.0403
c003492p	Apallida	0.2513	13.3790	0.0188
c003494	Apallida	0.2918	36.3303	0.0080
c003496	Apallida	0.4977	70.0527	0.0071
c003497m	Apallida	0.1492	7.7933	0.0191
c003501p	Apallida	0.1536	26.3503	0.0058
c003503	Apallida	0.4635	63.6490	0.0073
c003508	Apallida	0.3710	58.9994	0.0063
c003518	Apallida	0.1657	5.3868	0.0308
c003520	Apallida	0.2447	71.1886	0.0034
c003522m	Apallida	0.3031	83.3373	0.0036
c003523	Apallida	0.3027	72.2006	0.0042
c003524	Apallida	0.2488	53.4744	0.0047
c003526m	Apallida	0.5544	59.9533	0.0092
c003530	Apallida	0.2592	63.4316	0.0041
c003534	Apallida	0.0980	2.6870	0.0365
c003541	Apallida	0.4986	64.5676	0.0077
c003547	Apallida	0.1961	7.1986	0.0272
c003551	Apallida	0.3657	6.7663	0.0540
c003552	Apallida	0.1748	7.9315	0.0220
c003554	Apallida	0.1412	4.7254	0.0299
c003555p	Apallida	0.1321	54.5200	0.0024
c003557	Apallida	0.0988	14.4527	0.0068
c003563	Apallida	0.1906	8.5801	0.0222
c003564	Apallida	0.2065	5.8455	0.0353
c003567	Apallida	0.0950	5.4963	0.0173
c003571	Apallida	0.8970	8.1259	0.1104
c003580	Apallida	0.3868	4.7001	0.0823
c003581	Apallida	0.5380	67.5578	0.0080
c003584m	Apallida	0.2960	3.1974	0.0926
c003586	Apallida	0.3387	18.9953	0.0178
c003589	Apallida	0.5258	18.6279	0.0282
c003593	Apallida	0.1956	18.2949	0.0107
c003596	Apallida	0.2881	6.7433	0.0427
c003602	Apallida	0.6118	17.2638	0.0354
c003603	Apallida	0.0433	3.6208	0.0119
c003604	Apallida	0.5933	12.4568	0.0476
c003606	Apallida	0.1208	3.9436	0.0306
c003610	Apallida	0.1842	64.0207	0.0029
c003612p	Apallida	0.3865	5.7659	0.0670
c003616	Apallida	0.1404	57.4764	0.0024
c003620	Apallida	0.2094	5.8833	0.0356
c003621	Apallida	0.3506	11.4620	0.0306
c003626	Apallida	0.2791	6.9000	0.0404
c003627	Apallida	0.2615	10.8369	0.0241
c003631	Apallida	0.4026	5.9769	0.0674
c003633	Apallida	0.2911	17.2962	0.0168
c003637	Apallida	0.3444	8.1640	0.0422
c003640	Apallida	0.1926	7.1761	0.0268
c003643	Apallida	0.3123	6.6493	0.0470
c003644	Apallida	0.5591	73.7587	0.0076
c003646p	Apallida	0.3252	54.2586	0.0060
c003648m	Apallida	0.2718	68.8827	0.0039
c003649	Apallida	0.1864	67.5902	0.0028
c003654	Apallida	0.0828	6.8860	0.0120
c003656p	Apallida	0.6136	2.7247	0.2252
c003659	Apallida	0.2457	5.8180	0.0422
c003661	Apallida	0.3251	22.1038	0.0147
c003662	Apallida	0.3754	70.3576	0.0053
c003663	Apallida	0.1932	7.0252	0.0275
c003665	Apallida	0.0559	14.7406	0.0038
c003666	Apallida	0.1000	12.4798	0.0080
c003671	Apallida	0.0631	8.1838	0.0077
c003672	Apallida	0.4018	71.0717	0.0057
c003673m	Apallida	0.4953	72.5172	0.0068
c003676	Apallida	0.3606	2.0677	0.1744
c003678	Apallida	0.1216	10.6165	0.0115
c003681	Apallida	0.1305	7.7429	0.0169
c003682	Apallida	0.1529	32.2241	0.0047
c003689	Apallida	0.1960	10.2533	0.0191
c003695p	Apallida	0.4265	57.5395	0.0074
c003696m	Apallida	0.4145	55.0055	0.0075
c003696p	Apallida	0.1949	4.7376	0.0411
c003702	Apallida	0.3272	61.3955	0.0053
c003705m	Apallida	0.4634	72.3844	0.0064
c003707	Apallida	0.2639	11.1150	0.0237
c003715m	Apallida	0.4545	16.7218	0.0272
c003718	Apallida	0.2207	22.8626	0.0097
c003720	Apallida	0.4492	66.1730	0.0068
c003725	Apallida	0.2617	74.4138	0.0035
c003738	Apallida	0.2682	3.8551	0.0696
c003746m	Apallida	0.2975	7.8919	0.0377
c003746p	Apallida	0.1997	7.4941	0.0266
c003748m	Apallida	0.4056	5.7279	0.0708
c003748p	Apallida	0.2707	8.9330	0.0303
c003754m	Apallida	0.3921	6.7761	0.0579
c003755	Apallida	0.1945	6.1110	0.0318
c003760	Apallida	0.5344	5.8283	0.0917
c003762	Apallida	0.2231	68.0219	0.0033
c003764	Apallida	0.2016	2.8033	0.0719
c003765	Apallida	0.2675	67.0877	0.0040
c003768p	Apallida	0.1631	65.5172	0.0025
c003769	Apallida	0.7566	61.1516	0.0124
c003773	Apallida	0.1909	3.2258	0.0592
c003777p	Apallida	0.3919	57.8235	0.0068
c003779	Apallida	0.3427	8.2172	0.0417
c003787	Apallida	0.2459	70.4262	0.0035
c003790	Apallida	0.2471	77.1537	0.0032
c003792	Apallida	0.2920	11.0891	0.0263
c003793	Apallida	0.3890	68.3503	0.0057
c003794	Apallida	0.4787	10.0902	0.0474
c003803	Apallida	0.1223	5.7073	0.0214
c003809	Apallida	0.2847	25.8881	0.0110
c003814	Apallida	0.5525	57.2114	0.0097
c003817	Apallida	0.1660	67.3928	0.0025
c003818	Apallida	0.2998	68.4735	0.0044
c003819	Apallida	0.4317	69.3237	0.0062
c003820	Apallida	0.4055	68.6094	0.0059
c003825	Apallida	0.1130	73.8684	0.0015
c003829	Apallida	0.4640	17.4835	0.0265
c003830	Apallida	0.3235	2.4094	0.1343
c003832	Apallida	0.4579	71.1287	0.0064
c003836m	Apallida	0.2205	68.4292	0.0032
c003836p	Apallida	0.1146	71.7650	0.0016
c003837m	Apallida	0.3349	4.9414	0.0678
c003838	Apallida	0.1104	2.8853	0.0383
c003839p	Apallida	0.2141	2.5191	0.0850
c003841	Apallida	0.2617	4.1548	0.0630
c003842	Apallida	0.3749	15.1978	0.0247
c003849	Apallida	0.1983	67.5962	0.0029
c003850	Apallida	0.2231	11.6079	0.0192
c003852	Apallida	0.3313	3.5003	0.0947
c003853	Apallida	0.4675	73.1452	0.0064
c003854	Apallida	0.3764	16.4930	0.0228
c003855	Apallida	0.0859	6.4684	0.0133
c003867	Apallida	0.1316	8.9420	0.0147
c003869	Apallida	0.2462	62.0717	0.0040
c003871	Apallida	0.3359	68.0677	0.0049
c003874p	Apallida	0.2656	2.8712	0.0925
c003875	Apallida	0.2696	24.6461	0.0109
c003885	Apallida	0.2797	64.2743	0.0044
c003888	Apallida	0.1860	6.6989	0.0278
c003889	Apallida	0.6021	12.6415	0.0476
c003897m	Apallida	0.3082	2.6750	0.1152
c003897p	Apallida	0.3222	77.5559	0.0042
c003898	Apallida	0.0963	7.2520	0.0133
c003899	Apallida	0.2344	71.2791	0.0033
c003900	Apallida	0.1544	70.7607	0.0022
c003904m	Apallida	0.3206	61.5828	0.0052
c003909	Apallida	0.2903	67.0739	0.0043
c003915	Apallida	0.3204	12.8948	0.0249
c003916	Apallida	0.3735	64.7304	0.0058
c003921	Apallida	0.1659	70.3258	0.0024
c003927	Apallida	0.3508	17.0555	0.0206
c003931	Apallida	0.1546	5.6510	0.0274
c003934	Apallida	0.3628	12.5271	0.0290
c003936m	Apallida	0.1074	5.2866	0.0203
c003936p	Apallida	0.3563	9.4848	0.0376
c003937	Apallida	0.1686	8.9796	0.0188
c003943p	Apallida	0.4167	9.2471	0.0451
c003949	Apallida	0.2228	71.8602	0.0031
c003950m	Apallida	0.1652	72.7821	0.0023
c003951	Apallida	0.2077	13.1176	0.0158
c003952	Apallida	0.1276	78.6037	0.0016
c003954	Apallida	0.5183	31.2072	0.0166
c003963	Apallida	0.3234	9.6066	0.0337
c003966m	Apallida	0.1909	75.0519	0.0025
c003978	Apallida	0.1978	71.3881	0.0028
c003981	Apallida	0.1853	72.0417	0.0026
c003984	Apallida	0.1170	3.7175	0.0315
c003986	Apallida	0.1237	19.5913	0.0063
c003995p	Apallida	0.4452	75.1463	0.0059
c003999	Apallida	0.4410	5.5369	0.0796
c004003	Apallida	0.5034	3.7749	0.1333
c004008	Apallida	0.2928	25.5303	0.0115
c004009	Apallida	0.5000	24.8556	0.0201
c004010	Apallida	0.2467	6.7680	0.0365
c004014	Apallida	0.2576	5.5516	0.0464
c004019	Apallida	0.3097	4.9373	0.0627
c004021	Apallida	0.6721	41.9257	0.0160
c004024	Apallida	0.8816	13.4809	0.0654
c004030	Apallida	0.5577	24.4983	0.0228
c004035	Apallida	0.7703	3.4597	0.2226
c004038	Apallida	0.3364	72.1031	0.0047
c004043	Apallida	0.2751	6.6332	0.0415
c004044	Apallida	0.3825	21.7594	0.0176
c004045m	Apallida	0.1816	63.8343	0.0028
c004059	Apallida	0.4997	11.2431	0.0444
c004062	Apallida	0.2066	5.9051	0.0350
c004063	Apallida	0.5002	28.2420	0.0177
c004066	Apallida	0.4159	24.3595	0.0171
c004068	Apallida	0.2226	22.6741	0.0098
c004069	Apallida	0.1882	4.6972	0.0401
c004071	Apallida	0.0836	13.9608	0.0060
c004072	Apallida	0.1295	9.5120	0.0136
c004076	Apallida	0.4007	8.4799	0.0473
c004081	Apallida	0.1706	11.2028	0.0152
c004085m	Apallida	0.1234	65.9698	0.0019
c004091	Apallida	0.3049	24.1121	0.0126
c004092	Apallida	0.3825	66.0315	0.0058
c004095	Apallida	0.2381	6.4848	0.0367
c004102	Apallida	0.2158	9.4586	0.0228
c004105	Apallida	0.2154	10.2287	0.0211
c004106	Apallida	0.2704	6.8560	0.0394
c004109m	Apallida	0.3630	72.4440	0.0050
c004109p	Apallida	0.1966	10.8800	0.0181
c004112p	Apallida	0.1921	38.3613	0.0050
c004114	Apallida	0.2071	5.5641	0.0372
c004123	Apallida	0.2603	4.3372	0.0600
c004124	Apallida	0.3554	14.4538	0.0246
c004125	Apallida	0.2547	8.3173	0.0306
c004128p	Apallida	0.5580	44.2042	0.0126
c004135	Apallida	0.2724	63.7261	0.0043
c004148	Apallida	0.2122	4.9871	0.0425
c004153	Apallida	0.3301	5.0883	0.0649
c004155	Apallida	0.2797	11.0426	0.0253
c004158	Apallida	0.2763	8.8629	0.0312
c004162	Apallida	0.2978	63.6764	0.0047
c004168	Apallida	0.2347	17.7916	0.0132
c004170	Apallida	0.3232	38.2281	0.0085
c004172	Apallida	0.2207	9.8974	0.0223
c004173	Apallida	0.3270	8.6656	0.0377
c004174	Apallida	0.2650	64.1166	0.0041
c004177	Apallida	0.4542	3.4999	0.1298
c004180p	Apallida	0.0356	9.6199	0.0037
c004184	Apallida	0.2760	69.6201	0.0040
c004186	Apallida	0.0730	4.1922	0.0174
c004188	Apallida	0.2817	4.2583	0.0662
c004192	Apallida	0.0506	3.3436	0.0151
c004197m	Apallida	0.3707	5.2616	0.0705
c004197p	Apallida	0.1255	74.7443	0.0017
c004198	Apallida	0.3379	3.8316	0.0882
c004202	Apallida	0.2784	9.3429	0.0298
c004203	Apallida	0.7630	70.8579	0.0108
c004204	Apallida	0.7072	3.0686	0.2305
c004205	Apallida	0.0545	5.6779	0.0096
c004211	Apallida	0.2507	40.1326	0.0062
c004218p	Apallida	0.3868	63.4197	0.0061
c004220	Apallida	0.2733	10.2584	0.0266
c004223p	Apallida	0.2162	67.3528	0.0032
c004225	Apallida	0.2155	7.2270	0.0298
c004226	Apallida	0.0822	4.3660	0.0188
c004228	Apallida	0.3371	63.7793	0.0053
c004229	Apallida	0.2521	7.9118	0.0319
c004231	Apallida	0.1819	9.3179	0.0195
c004232m	Apallida	0.2967	5.9303	0.0500
c004232p	Apallida	0.0548	14.0944	0.0039
c004233	Apallida	0.4324	6.6412	0.0651
c004238	Apallida	0.3142	68.9488	0.0046
c004243	Apallida	0.1917	75.1642	0.0026
c004245	Apallida	0.1339	6.1934	0.0216
c004246	Apallida	0.2522	10.8031	0.0233
c004252	Apallida	0.2073	3.9192	0.0529
c004260	Apallida	0.3903	69.1371	0.0056
c004261p	Apallida	0.2087	4.1637	0.0501
c004262	Apallida	0.2948	34.0132	0.0087
c004269	Apallida	0.2049	47.2060	0.0043
c004270	Apallida	0.1987	5.0217	0.0396
c004271	Apallida	0.0899	5.9574	0.0151
c004273	Apallida	0.2846	34.9436	0.0081
c004276	Apallida	0.1644	12.3990	0.0133
c004278	Apallida	0.1346	9.1750	0.0147
c004283	Apallida	0.3411	12.1882	0.0280
c004284p	Apallida	0.1382	12.3404	0.0112
c004287	Apallida	0.3657	8.9132	0.0410
c004289m	Apallida	0.4555	5.3897	0.0845
c004290	Apallida	0.3197	64.0227	0.0050
c004291	Apallida	0.4356	62.2804	0.0070
c004293	Apallida	0.1848	30.4126	0.0061
c004294	Apallida	0.3008	19.0662	0.0158
c004299	Apallida	0.3746	7.1742	0.0522
c004305m	Apallida	0.2977	83.5732	0.0036
c004308	Apallida	0.1617	4.4348	0.0365
c004310	Apallida	0.2759	67.2861	0.0041
c004313p	Apallida	0.3212	12.0419	0.0267
c004318	Apallida	0.2596	29.0490	0.0089
c004325	Apallida	0.3694	8.7804	0.0421
c004336m	Apallida	0.3669	23.7183	0.0155
c004337	Apallida	0.2352	5.8077	0.0405
c004338	Apallida	0.2258	11.3391	0.0199
c004339	Apallida	0.2592	10.1736	0.0255
c004342	Apallida	0.4180	3.1496	0.1327
c004344	Apallida	0.4277	71.5263	0.0060
c004346	Apallida	0.3015	21.8253	0.0138
c004347	Apallida	0.2763	74.4383	0.0037
c004349	Apallida	0.6220	10.1111	0.0615
c004350	Apallida	0.1416	4.4440	0.0319
c004354	Apallida	0.2845	7.8199	0.0364
c004358	Apallida	0.4431	4.9255	0.0900
c004366	Apallida	0.2068	71.1046	0.0029
c004368	Apallida	0.1367	72.9402	0.0019
c004371	Apallida	0.2518	10.4459	0.0241
c004375	Apallida	0.2911	8.3218	0.0350
c004379	Apallida	0.4116	47.1825	0.0087
c004382	Apallida	0.5896	67.4072	0.0087
c004384	Apallida	0.2116	25.5758	0.0083
c004385	Apallida	0.4820	7.7223	0.0624
c004387	Apallida	0.4376	8.6365	0.0507
c004388	Apallida	0.2805	40.9986	0.0068
c004389	Apallida	0.3164	14.0447	0.0225
c004394	Apallida	0.2383	65.7600	0.0036
c004396	Apallida	0.6010	63.9657	0.0094
c004397	Apallida	0.5007	20.3423	0.0246
c004398	Apallida	0.1263	6.8485	0.0184
c004401	Apallida	0.2401	66.7531	0.0036
c004403p	Apallida	0.0717	5.6971	0.0126
c004404	Apallida	0.4168	69.2812	0.0060
c004405	Apallida	0.4804	26.1793	0.0183
c004408	Apallida	0.2292	5.4986	0.0417
c004409p	Apallida	0.0652	6.0854	0.0107
c004411	Apallida	0.3142	6.1684	0.0509
c004413	Apallida	0.3848	10.3927	0.0370
c004420	Apallida	0.1948	20.9742	0.0093
c004425p	Apallida	0.6344	65.5598	0.0097
c004432m	Apallida	0.3852	3.4294	0.1123
c004434	Apallida	0.6520	14.7441	0.0442
c004438	Apallida	0.4015	68.6427	0.0058
c004442	Apallida	0.2048	13.6901	0.0150
c004444	Apallida	0.0803	4.8134	0.0167
c004449m	Apallida	0.1506	9.2024	0.0164
c004449p	Apallida	0.3783	8.1237	0.0466
c004455	Apallida	0.1935	69.3996	0.0028
c004460	Apallida	0.0985	7.2242	0.0136
c004463	Apallida	0.1664	4.8880	0.0340
c004464	Apallida	0.1186	8.7423	0.0136
c004465	Apallida	0.3931	21.4437	0.0183
c004468	Apallida	0.2563	29.4188	0.0087
c004470	Apallida	0.3846	6.0667	0.0634
c004474	Apallida	0.7045	10.9766	0.0642
c004476m	Apallida	0.3366	19.8943	0.0169
c004478p	Apallida	0.1875	2.9982	0.0626
c004481	Apallida	0.3544	69.4399	0.0051
c004485	Apallida	0.0759	15.8182	0.0048
c004486	Apallida	0.2161	11.5696	0.0187
c004493	Apallida	0.1185	7.0490	0.0168
c004494	Apallida	0.3361	60.6485	0.0055
c004499m	Apallida	0.3368	20.9179	0.0161
c004501	Apallida	0.1795	9.0279	0.0199
c004502	Apallida	0.4492	66.6648	0.0067
c004506	Apallida	0.4989	71.0339	0.0070
c004507	Apallida	0.6151	2.6483	0.2323
c004511	Apallida	0.2950	74.8506	0.0039
c004513	Apallida	0.5555	11.6468	0.0477
c004517	Apallida	0.4753	9.2266	0.0515
c004523	Apallida	0.1664	74.3896	0.0022
c004528	Apallida	0.3728	30.0779	0.0124
c004531	Apallida	0.2022	4.1968	0.0482
c004536	Apallida	0.3172	68.0052	0.0047
c004542	Apallida	0.5996	10.7559	0.0557
c004543m	Apallida	0.3257	17.2025	0.0189
c004544	Apallida	0.2550	3.3368	0.0764
c004554m	Apallida	0.6873	29.5231	0.0233
c004559	Apallida	0.2858	75.6251	0.0038
c004560	Apallida	0.1639	69.6717	0.0024
