title                    	CAI	CBI	Fop	
c023323                  	0.707	0.063	0.475	
c023327                  	0.795	0.173	0.539	
c026137                  	0.775	0.050	0.483	
c007096p                 	0.748	0.000	0.442	
c032272                  	0.750	0.050	0.463	
c032274                  	0.756	0.123	0.516	
c004763                  	0.759	0.205	0.544	
c003975m                 	0.784	0.117	0.505	
c004765                  	0.749	0.062	0.463	
c004767                  	0.723	0.050	0.455	
c004766                  	0.785	0.140	0.518	
c050767                  	0.753	0.051	0.467	
c050768                  	0.791	0.057	0.489	
c031898                  	0.762	-0.016	0.428	
c031896                  	0.783	0.266	0.588	
c017805                  	0.751	0.094	0.495	
c025939                  	0.738	0.115	0.491	
c010125p                 	0.806	0.181	0.549	
c010125m                 	0.781	0.130	0.513	
c021570                  	0.790	0.153	0.533	
c021572                  	0.741	0.146	0.507	
c021574                  	0.748	-0.009	0.432	
c021576                  	0.817	0.275	0.602	
c009486                  	0.772	0.327	0.635	
c009484                  	0.755	0.105	0.477	
c005103                  	0.758	0.105	0.500	
c005109                  	0.786	0.223	0.556	
c026511                  	0.791	0.162	0.532	
c026517                  	0.772	0.030	0.454	
c053184                  	0.786	0.195	0.541	
c022800                  	0.699	-0.063	0.390	
c022802                  	0.800	0.178	0.554	
c022808                  	0.759	0.016	0.418	
c026576                  	0.732	-0.013	0.447	
c012942                  	0.794	0.141	0.508	
c012940                  	0.768	0.141	0.525	
c012946                  	0.709	-0.001	0.447	
c012944                  	0.810	0.247	0.578	
c012948                  	0.819	0.174	0.535	
c019970                  	0.736	0.031	0.465	
c019976                  	0.709	-0.065	0.415	
c015228                  	0.781	0.129	0.521	
c015226                  	0.734	-0.000	0.438	
c019978                  	0.764	0.140	0.500	
c015222                  	0.754	-0.109	0.369	
c015220                  	0.704	-0.049	0.418	
c043238                  	0.768	0.282	0.593	
c043236                  	0.687	0.124	0.486	
c043232                  	0.742	-0.021	0.447	
c043230                  	0.790	0.015	0.454	
c016033                  	0.745	0.024	0.451	
c036010                  	0.706	0.190	0.542	
c036014                  	0.794	0.277	0.580	
c023863                  	0.707	0.109	0.494	
c023865                  	0.742	-0.056	0.411	
c023867                  	0.784	0.147	0.530	
c001824p                 	0.735	0.052	0.467	
c014687                  	0.760	0.096	0.469	
c014685                  	0.717	0.025	0.445	
c014683                  	0.786	-0.069	0.421	
c014689                  	0.760	0.219	0.560	
c010593                  	0.729	0.158	0.515	
c010591                  	0.794	0.268	0.580	
c035547                  	0.899	0.114	0.522	
c010599                  	0.792	0.182	0.550	
c037838                  	0.661	-0.205	0.333	
c037837                  	0.771	0.009	0.439	
c017488                  	0.724	0.228	0.566	
c017480                  	0.786	-0.077	0.413	
c045165                  	0.757	0.105	0.504	
c016274                  	0.693	-0.043	0.408	
c023625                  	0.717	0.047	0.432	
c001454                  	0.743	0.077	0.471	
c001456                  	0.752	0.052	0.461	
c001450                  	0.766	0.094	0.491	
c001458                  	0.752	0.087	0.484	
c005696m                 	0.785	0.103	0.507	
c050247                  	0.869	0.178	0.522	
c003163                  	0.773	0.117	0.490	
c003161                  	0.783	0.174	0.526	
c003164                  	0.754	0.012	0.452	
c003168                  	0.745	0.071	0.473	
c002986p                 	0.794	0.223	0.566	
c002986m                 	0.802	0.094	0.506	
c007855                  	0.709	-0.044	0.417	
c012532                  	0.716	0.044	0.463	
c012537                  	0.723	-0.094	0.398	
c008418p                 	0.842	0.129	0.526	
c014346                  	0.744	0.034	0.473	
c012611                  	0.723	0.037	0.461	
c012680                  	0.723	0.089	0.486	
c012682                  	0.781	0.152	0.529	
c012684                  	0.820	0.209	0.546	
c012686                  	0.726	0.049	0.452	
c012688                  	0.798	0.174	0.538	
c005335                  	0.763	0.025	0.448	
c026527                  	0.693	0.041	0.454	
c008423p                 	0.801	0.110	0.513	
c006106                  	0.791	0.116	0.506	
c006104                  	0.783	0.045	0.462	
c013489                  	0.793	0.122	0.500	
c006100                  	0.786	0.209	0.553	
c008423m                 	0.818	0.242	0.590	
c013487                  	0.744	-0.088	0.389	
c013481                  	0.795	0.245	0.586	
c013483                  	0.742	0.087	0.478	
c008221                  	0.766	0.081	0.478	
c008223                  	0.749	0.113	0.505	
c008226                  	0.734	0.049	0.448	
c008229                  	0.757	0.241	0.572	
c000431                  	0.787	0.190	0.537	
c000432                  	0.787	0.110	0.506	
c046289                  	0.807	-0.038	0.429	
c046283                  	0.661	0.235	0.556	
c019508                  	0.795	0.227	0.579	
c019502                  	0.737	0.008	0.433	
c019506                  	0.782	-0.042	0.420	
c014903                  	0.727	0.038	0.453	
c014905                  	0.757	0.106	0.496	
c002776                  	0.728	-0.067	0.401	
c002770                  	0.787	0.172	0.522	
c002772                  	0.784	0.106	0.501	
c002734                  	0.729	-0.011	0.431	
c048281                  	0.777	0.006	0.443	
c048287                  	0.758	0.042	0.460	
c001626m                 	0.805	0.254	0.586	
c002738                  	0.785	0.187	0.542	
c019094                  	0.742	-0.039	0.418	
c005681                  	0.753	-0.016	0.438	
c004113                  	0.682	-0.115	0.382	
c032074                  	0.710	0.159	0.512	
c032076                  	0.720	0.192	0.548	
c032070                  	0.749	0.077	0.500	
c032072                  	0.718	-0.071	0.403	
c008198                  	0.714	0.065	0.462	
c008197                  	0.730	-0.009	0.435	
c008195                  	0.727	0.032	0.444	
c006680                  	0.785	0.179	0.532	
c004431                  	0.807	0.183	0.542	
c040671                  	0.737	0.179	0.508	
c003423                  	0.765	0.106	0.493	
c004437                  	0.775	0.129	0.505	
c004438                  	0.735	0.017	0.453	
c013103                  	0.754	0.159	0.516	
c013104                  	0.795	0.130	0.508	
c036354                  	0.733	0.129	0.521	
c036356                  	0.800	0.082	0.469	
c017555                  	0.715	-0.052	0.428	
c005476                  	0.784	0.170	0.537	
c004115                  	0.730	-0.044	0.417	
c018314                  	0.744	0.113	0.511	
c006926                  	0.789	0.155	0.517	
c006920                  	0.721	-0.062	0.408	
c006922                  	0.768	0.106	0.477	
c006928                  	0.714	0.104	0.474	
c005341                  	0.725	0.156	0.496	
c005343                  	0.790	0.126	0.489	
c000193                  	0.726	0.003	0.437	
c009649                  	0.806	0.202	0.555	
c020490                  	0.790	0.120	0.511	
c028613                  	0.745	0.117	0.509	
c028611                  	0.760	0.091	0.496	
c054233                  	0.712	-0.080	0.372	
c046730                  	0.758	0.012	0.430	
c011729                  	0.732	-0.055	0.415	
c004323                  	0.745	0.087	0.494	
c038276                  	0.719	0.026	0.466	
c015315                  	0.790	0.176	0.536	
c012383                  	0.770	0.158	0.541	
c017166                  	0.766	0.074	0.491	
c002479                  	0.761	0.204	0.525	
c006298                  	0.745	0.113	0.511	
c006292                  	0.776	0.071	0.498	
c006290                  	0.764	0.047	0.465	
c006295                  	0.802	0.174	0.543	
c013530                  	0.740	0.048	0.463	
c013532                  	0.788	0.181	0.532	
c013534                  	0.713	-0.031	0.413	
c013538                  	0.667	-0.075	0.379	
c000581                  	0.777	0.157	0.515	
c000582                  	0.741	0.156	0.488	
c000589                  	0.772	0.023	0.461	
c047674                  	0.796	0.064	0.433	
c052176                  	0.729	0.029	0.457	
c018704                  	0.722	0.143	0.480	
c038994                  	0.769	0.100	0.508	
c038996                  	0.708	-0.288	0.296	
c001989                  	0.781	0.057	0.483	
c001555p                 	0.799	0.177	0.548	
c001981                  	0.727	0.015	0.428	
c036020                  	0.693	0.147	0.505	
c000194m                 	0.738	-0.034	0.415	
c000869                  	0.737	0.021	0.445	
c015489                  	0.780	0.072	0.482	
c005427                  	0.768	0.100	0.496	
c049675                  	0.795	0.245	0.591	
c041462                  	0.738	-0.016	0.414	
c036387                  	0.724	-0.064	0.419	
c036385                  	0.752	0.037	0.463	
c016356                  	0.712	0.088	0.486	
c052900                  	0.801	-0.134	0.333	
c004794p                 	0.812	0.311	0.606	
c044360                  	0.740	-0.012	0.449	
c039275                  	0.716	0.080	0.495	
c009073p                 	0.722	-0.039	0.417	
c054505                  	0.719	-0.181	0.368	
c054507                  	0.784	0.184	0.538	
c005304m                 	0.731	0.000	0.434	
c019994                  	0.817	0.182	0.556	
c005304p                 	0.776	0.113	0.508	
c036567                  	0.813	0.216	0.565	
c036569                  	0.753	0.077	0.473	
c033268                  	0.735	0.133	0.526	
c030267                  	0.753	0.179	0.538	
c008674p                 	0.790	0.085	0.493	
c010505p                 	0.720	-0.005	0.430	
c008674m                 	0.516	-0.291	0.200	
c025405m                 	0.620	-0.238	0.258	
c029596                  	0.808	0.207	0.556	
c029594                  	0.713	0.104	0.498	
c038639                  	0.773	0.043	0.467	
c038632                  	0.732	0.065	0.493	
c024312                  	0.770	0.062	0.492	
c002186                  	0.743	0.006	0.437	
c024574                  	0.774	0.271	0.589	
c024319                  	0.740	-0.022	0.424	
c005918                  	0.753	0.080	0.483	
c023694p                 	0.762	0.117	0.506	
c005913                  	0.756	0.057	0.467	
c024578                  	0.699	-0.122	0.386	
c027331                  	0.729	0.029	0.451	
c036178                  	0.861	-0.200	0.318	
c002584                  	0.722	0.044	0.458	
c002582                  	0.769	0.120	0.508	
c002580                  	0.704	-0.124	0.387	
c002588                  	0.778	0.083	0.495	
c006696                  	0.774	0.104	0.495	
c006694                  	0.756	-0.063	0.416	
c025048                  	0.749	0.072	0.481	
c025044                  	0.648	-0.197	0.286	
c025046                  	0.735	0.040	0.481	
c025040                  	0.777	0.077	0.480	
c025042                  	0.766	0.067	0.481	
c036174                  	0.782	0.151	0.532	
c048840                  	0.774	0.036	0.450	
c048842                  	0.800	0.136	0.526	
c048849                  	0.736	-0.035	0.430	
c028349                  	0.767	-0.039	0.423	
c035405                  	0.661	-0.240	0.302	
c028342                  	0.761	0.119	0.514	
c028344                  	0.720	0.168	0.519	
c034631                  	0.817	0.287	0.601	
c032679                  	0.805	0.192	0.536	
c032677                  	0.825	0.226	0.580	
c003636                  	0.760	0.053	0.462	
c003634                  	0.770	0.133	0.503	
c002459                  	0.730	0.022	0.458	
c003630                  	0.778	0.152	0.524	
c007526                  	0.766	0.183	0.534	
c007525                  	0.749	0.054	0.471	
c007523                  	0.755	0.125	0.511	
c007521                  	0.732	0.035	0.455	
c012666                  	0.729	0.080	0.486	
c012664                  	0.818	0.208	0.562	
c012662                  	0.777	0.174	0.541	
c012660                  	0.740	-0.012	0.416	
c048260                  	0.752	0.022	0.444	
c048262                  	0.780	0.124	0.541	
c024883                  	0.786	0.206	0.560	
c024885                  	0.807	0.115	0.517	
