Amillepora_PRO.fas	Adigitifera_PRO.fas	Aelegantissima_PRO.fas	Ahyacinthus_PRO.fas	Apallida_PRO.fas	Apalmata_PRO.fas	Atenuis_PRO.fas	Fscutaria_PRO.fas	Mauretenra_PRO.fas	Mcavernosa_PRO.fas	Mfaveolata_PRO.fas	Nvectensis_PRO.fas	Pastreoides_PRO.fas	Pcarnosus_PRO.fas	Pdaedalea_PRO.fas	Pdamicornis_PRO.fas	Pstrigosa_PRO.fas	Shystrix_PRO.fas	Spistillata_PRO.fas	Ssiderea_PRO.fas
c002431m	adi_EST_assem_3522	NA	NA	NA	Contig_20727	NA	comp40539_c0_seq1	NA	comp44933_c0_seq1	NA	NA	NA	NA	c14263_g1_i2	NA	NA	comp17496_c0_seq1	NA	comp252269_c0_seq3
c011209	NA	NA	NA	NA	Contig_35797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp249475_c0_seq1
c011207	adi_EST_assem_11473	NA	isotig01729	NA	Contig_22839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011201	adi_EST_assem_4202	NA	NA	NA	Contig_8745	NA	comp3649_c0_seq1	NA	NA	NA	NA	NA	CL3254.Contig1_Mix_Normal_N	NA	NA	comp6269_c0_seq11	NA	NA	comp259640_c0_seq1
c010155	adi_EST_assem_4145	NA	NA	NA	NA	NA	comp5101_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010151	adi_EST_assem_9801	NA	NA	NA	Contig_13258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c045035	adi_EST_assem_13686	NA	NA	NA	Contig_27527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c027259	NA	NA	NA	NA	Contig_29006	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c21470	NA	comp3490_c3_seq1	NA	NA
c006724	adi_EST_assem_3304	comp8341_c1_seq1	NA	Locus_52426_Transcript_1/1_Confidence_0.000_Length_6100	NA	NA	comp3685_c0_seq1	comp6827_c0_seq1	NA	NA	jgi|Nemve1|99968|e_gw.55.94.1	NA	Unigene136268_Mix_Normal_N	NA	NA	comp5066_c0_seq1	comp1328_c0_seq1	Spi_isotig05359	comp261369_c0_seq3
c012410	NA	comp7380_c0_seq1	isotig04328	Locus_101012_Transcript_1/1_Confidence_0.000_Length_4137	Contig_5222	isotig10013	comp3704_c0_seq1	comp16591_c0_seq2	comp2806_c0_seq1	NA	jgi|Nemve1|179675|estExt_GenewiseH_1.C_130378	NA	Unigene6754_Mix_Normal_N	NA	NA	comp1772_c0_seq1	comp227_c0_seq1	Spi_isotig04805	NA
c000619	adi_EST_assem_3342	NA	NA	NA	NA	NA	NA	NA	comp8031_c0_seq13	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp249299_c0_seq1
c026145	NA	NA	NA	NA	NA	NA	comp14879_c0_seq1	comp25702_c2_seq3	comp105169_c0_seq1	NA	NA	isotig01989	NA	NA	bu_91849.1_c15253	NA	NA	NA	NA
c013519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene81657_Mix_Normal_N	NA	NA	NA	NA	Spi_isotig10779	NA
c052152	adi_EST_assem_33522	NA	NA	NA	NA	NA	comp286710_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007492	adi_EST_assem_1114	NA	NA	NA	Contig_35218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c024013	adi_EST_assem_5533	NA	isotig00160	NA	Contig_4658	isotig21841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c024014	adi_EST_assem_6453	NA	isotig05692	NA	Contig_2891	NA	comp11002_c0_seq1	NA	comp16034_c0_seq1	NA	NA	NA	NA	c34641_g1_i1	NA	comp28823_c0_seq1	NA	NA	NA
c001969	adi_EST_assem_1755	NA	NA	NA	Contig_5753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001563p	adi_EST_assem_17908	NA	NA	NA	Contig_1388	NA	NA	comp32725_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig06997	NA
c005256	adi_EST_assem_5693	NA	NA	NA	NA	NA	NA	NA	comp7919_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp252050_c0_seq4
c005254	adi_EST_assem_2538	NA	NA	NA	Contig_3758	NA	NA	NA	comp1648_c3_seq55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005919m	adi_EST_assem_3356	NA	NA	NA	Contig_10464	NA	comp53027_c0_seq1	NA	comp69345_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256720_c0_seq8
c001131	adi_EST_assem_11585	NA	NA	NA	Contig_11769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c024435	adi_EST_assem_23072	NA	isotig04892	NA	Contig_5921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c024782	adi_EST_assem_33352	NA	NA	NA	Contig_35382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c026256	adi_EST_assem_25139	NA	NA	NA	Contig_15491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003034m	adi_EST_assem_12242	NA	NA	NA	Contig_6405	NA	comp5635_c0_seq1	comp44423_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp262935_c0_seq7
c026259	adi_EST_assem_4216	NA	NA	NA	Contig_10001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c026782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene21973_Mix_Normal_N	NA	NA	NA	NA	Spi_isotig14562	NA
c016308	adi_EST_assem_18060	NA	NA	NA	Contig_36932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008434	adi_EST_assem_4652	NA	NA	NA	Contig_20639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011318	adi_EST_assem_14982	NA	NA	NA	Contig_5579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c025470	adi_EST_assem_12844	NA	NA	NA	Contig_3028	isotig12503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c025472	adi_EST_assem_724	NA	NA	NA	Contig_861	isotig13190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c023334	NA	NA	NA	NA	Contig_40562	NA	comp66488_c0_seq2	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c22733	comp72633_c0_seq1	comp52094_c0_seq1	Spi_isotig06726	comp258792_c0_seq1
c000653p	adi_EST_assem_4277	NA	NA	NA	Contig_37393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp257964_c0_seq1
c004397	adi_EST_assem_2725	NA	isotig04565	NA	Contig_14508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004393	adi_EST_assem_3001	NA	NA	NA	Contig_40824	NA	NA	NA	comp33527_c0_seq1	NA	NA	NA	Unigene116429_Mix_Normal_N	NA	NA	NA	NA	NA	NA
c017267	adi_EST_assem_12153	NA	NA	NA	Contig_23382	NA	NA	NA	NA	NA	NA	isotig06973	NA	NA	NA	comp2358_c0_seq1	NA	NA	NA
c012379	adi_EST_assem_15970	NA	NA	NA	Contig_34278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c021544	adi_EST_assem_14609	NA	NA	NA	Contig_2736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009474	adi_EST_assem_3177	NA	NA	NA	Contig_39616	NA	comp19334_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp242598_c0_seq3
c026359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c9728_g1_i1	bu_91849.1_c20323	NA	NA	NA	NA
c013690p	NA	NA	NA	NA	NA	NA	NA	comp9011_c0_seq15	comp15635_c0_seq3	NA	NA	isotig07111	Unigene147345_Mix_Normal_N	c17305_g1_i2	NA	comp19567_c0_seq2	comp11478_c0_seq1	NA	NA
c013690m	adi_EST_assem_15834	NA	NA	NA	Contig_12228	isotig04324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp255924_c0_seq3
c013683	adi_EST_assem_16519	NA	NA	NA	Contig_20524	NA	NA	comp24664_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251710_c0_seq1
c012956	adi_EST_assem_3307	NA	NA	NA	Contig_29168	NA	comp60467_c0_seq2	comp16624_c0_seq1	NA	NA	NA	NA	NA	c17436_g1_i1	NA	NA	NA	NA	comp259574_c2_seq2
c019966	NA	comp1416_c0_seq1	isotig05182	Locus_63933_Transcript_1/1_Confidence_0.000_Length_3141	Contig_18870	isotig15260	NA	comp2298_c0_seq1	comp3896_c0_seq1	CCHW8785.b1	jgi|Nemve1|181063|estExt_GenewiseH_1.C_250015	isotig00337	Unigene45077_Mix_Normal_N	c6473_g1_i1	NA	comp1645_c0_seq1	comp1406_c0_seq3	Spi_isotig07295	comp246608_c0_seq1
c015234	adi_EST_assem_7238	NA	isotig08879	NA	Contig_6909	isotig12183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c015230	adi_EST_assem_20279	NA	NA	NA	Contig_17190	NA	comp72669_c0_seq1	comp52399_c0_seq1	NA	NA	NA	NA	NA	c9273_g1_i1	bu_91849.1_c19700	NA	NA	NA	comp237590_c0_seq1
c015232	NA	NA	NA	Locus_87005_Transcript_1/1_Confidence_0.000_Length_2400	Contig_19477	NA	NA	comp174029_c0_seq1	comp161304_c0_seq1	NA	jgi|Nemve1|93153|e_gw.32.155.1	NA	Unigene62930_Mix_Normal_N	NA	NA	comp94454_c0_seq1	comp216868_c0_seq1	NA	comp257451_c0_seq11
c023854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c26213_g1_i1	NA	NA	NA	NA	comp262805_c1_seq17
c023850	adi_EST_assem_28589	NA	NA	NA	Contig_9908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c023853	adi_EST_assem_12774	NA	NA	NA	Contig_36855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014672	adi_EST_assem_22957	NA	NA	NA	Contig_12237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010568	adi_EST_assem_16907	NA	NA	NA	Contig_29141	NA	comp20083_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp240006_c0_seq4
c010567	adi_EST_assem_15416	NA	NA	Locus_29919_Transcript_1/1_Confidence_1.000_Length_3498	Contig_37739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259167_c0_seq4
c017344	adi_EST_assem_6549	NA	NA	NA	Contig_5823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005461	NA	NA	NA	NA	NA	NA	NA	comp6148_c0_seq1	comp4594_c0_seq2	NA	NA	NA	Unigene124886_Mix_Normal_N	NA	bu_91849.1_c5277	NA	NA	NA	comp260276_c0_seq1
c017326	adi_EST_assem_20672	NA	NA	NA	Contig_8486	isotig10648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001440	adi_EST_assem_4480	NA	NA	NA	NA	NA	comp17807_c0_seq1	NA	comp5958_c0_seq1	NA	NA	NA	Unigene153252_Mix_Normal_N	NA	NA	NA	NA	NA	comp253044_c0_seq2
c015794	adi_EST_assem_2214	NA	isotig02299	NA	Contig_6831	isotig12845	comp1577_c0_seq1	comp8717_c0_seq3	NA	CCHW3379.b1	NA	NA	Unigene18245_Mix_Normal_N	c17689_g1_i1	bu_91849.1_c478	comp3976_c0_seq1	NA	Spi_isotig06296	comp239179_c1_seq2
c015792	adi_EST_assem_7094	NA	NA	NA	Contig_27008	isotig12718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007840	adi_EST_assem_13391	NA	NA	NA	Contig_3298	NA	NA	NA	comp26257_c0_seq1	NA	NA	NA	Unigene153303_Mix_Normal_N	NA	bu_91849.1_c29442	NA	NA	NA	NA
c012543	NA	NA	NA	NA	Contig_2668	isotig04178	NA	NA	comp1013_c0_seq1	NA	NA	isotig03379	Unigene45734_Mix_Normal_N	c17704_g1_i1	bu_91849.1_lrc17349	comp1537_c0_seq1	comp3587_c0_seq1	Spi_isotig02492	comp242459_c0_seq1
c000381p	adi_EST_assem_136	NA	NA	NA	Contig_36705	isotig03582	comp35051_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259076_c1_seq2
c007706	adi_EST_assem_9443	NA	NA	NA	Contig_39351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp25924_c0_seq4	NA	NA	comp255233_c0_seq1
c007707	NA	NA	NA	NA	Contig_27337	isotig09814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008237	adi_EST_assem_6194	NA	isotig04866	Locus_102793_Transcript_1/1_Confidence_0.000_Length_12107	Contig_19780	NA	comp2511_c0_seq9	comp145071_c0_seq1	NA	NA	jgi|Nemve1|181456|estExt_GenewiseH_1.C_280115	isotig01368	Unigene116400_Mix_Normal_N	c11764_g1_i1	bu_91849.1_c24077	NA	comp10475_c0_seq1	Spi_isotig04891	comp259417_c0_seq14
c008234	NA	NA	NA	Locus_9542_Transcript_1/1_Confidence_1.000_Length_2371	Contig_19406	isotig09812	NA	NA	comp12046_c0_seq5	NA	NA	NA	Unigene139443_Mix_Normal_N	NA	bu_91849.1_c587	comp6135_c0_seq1	NA	Spi_isotig05530	comp242016_c0_seq1
c008239	adi_EST_assem_7829	NA	NA	NA	Contig_6817	isotig04479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp247227_c0_seq1
c000402	adi_EST_assem_2795	NA	NA	NA	NA	NA	comp21321_c0_seq4	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp17970_c0_seq1	NA	NA
c002491m	adi_EST_assem_2703	NA	NA	NA	Contig_8919	isotig00141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp255467_c0_seq1
c019572	adi_EST_assem_3635	NA	NA	NA	NA	isotig10528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014918	adi_EST_assem_8648	NA	NA	NA	Contig_35449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014912	adi_EST_assem_8314	NA	NA	NA	Contig_3266	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c3443	NA	NA	NA	comp246168_c2_seq1
c014910	adi_EST_assem_23169	NA	NA	NA	NA	NA	NA	NA	comp80285_c0_seq1	NA	NA	NA	NA	NA	bu_91849.1_lrc21343	NA	NA	NA	NA
c002760	adi_EST_assem_1419	NA	NA	NA	Contig_31218	NA	comp1460_c0_seq11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251879_c0_seq4
c008183	adi_EST_assem_1812	comp27933_c0_seq2	isotig05237	NA	Contig_3519	isotig21545	comp36665_c0_seq2	comp137757_c0_seq1	NA	NA	NA	isotig02203	Unigene126700_Mix_Normal_N	c7223_g1_i1	bu_91849.1_c8884	comp64757_c0_seq1	comp5985_c0_seq1	NA	comp231497_c0_seq1
c004406	adi_EST_assem_12648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp252165_c0_seq2
c040602	NA	NA	isotig17120	NA	Contig_30274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003980	adi_EST_assem_9218	NA	NA	NA	Contig_41097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003982	adi_EST_assem_1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp54158_c0_seq2	NA	NA	NA
c000978	adi_EST_assem_6324	NA	NA	NA	Contig_21492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp42063_c0_seq1	NA	NA	NA
c015348	NA	NA	isotig19196	NA	CAOI1071_b2_c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006915	adi_EST_assem_2860	NA	NA	Locus_96078_Transcript_1/1_Confidence_0.000_Length_4042	Contig_3611	NA	NA	NA	comp11413_c1_seq1	NA	jgi|Nemve1|192492|estExt_GenewiseH_1.C_2430074	NA	NA	NA	NA	NA	NA	NA	NA
c006917	adi_EST_assem_1792	NA	NA	NA	Contig_8896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c031082	NA	NA	isotig07033	NA	NA	isotig15203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009678	adi_EST_assem_7303	NA	NA	NA	Contig_37239	NA	NA	NA	NA	NA	NA	NA	Unigene7135_Mix_Normal_N	NA	NA	NA	comp3517_c0_seq2	NA	NA
c030754	adi_EST_assem_6284	NA	isotig08076	NA	NA	isotig06408	comp1814_c0_seq1	comp1642_c0_seq1	NA	CCHW4796.b1	NA	isotig08155	Unigene136615_Mix_Normal_N	c15852_g1_i1	bu_91849.1_c21172	comp1804_c0_seq1	NA	Spi_isotig10997	NA
c030758	adi_EST_assem_6044	NA	isotig20106	Locus_53099_Transcript_1/1_Confidence_0.000_Length_573	Contig_10902	isotig11487	comp9612_c0_seq1	comp3319_c0_seq2	comp20664_c0_seq2	NA	jgi|Nemve1|242695|estExt_fgenesh1_pg.C_690082	NA	Unigene11341_Mix_Normal_N	c12587_g1_i2	NA	comp10310_c0_seq1	comp11134_c0_seq1	Spi_isotig14785	NA
c024087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp2654_c0_seq1	NA	comp260468_c1_seq5
c005708	adi_EST_assem_15689	NA	NA	NA	Contig_24386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020968	adi_EST_assem_6091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp236818_c0_seq1
c024667	NA	NA	NA	NA	Contig_9042	NA	NA	comp288283_c0_seq1	comp260548_c0_seq1	NA	NA	NA	NA	NA	NA	comp513283_c0_seq1	NA	NA	comp255557_c0_seq7
c024665	adi_EST_assem_13108	NA	NA	NA	Contig_32450	isotig11872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c024663	adi_EST_assem_27951	NA	NA	NA	NA	isotig14660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005709	adi_EST_assem_8780	NA	NA	NA	Contig_38646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c024668	NA	NA	isotig07277	NA	Contig_9128	NA	comp19124_c0_seq1	NA	NA	CCHW4745.b1	NA	isotig09892	NA	NA	NA	comp9999_c0_seq1	NA	NA	comp251338_c0_seq4
c004864m	adi_EST_assem_11605	comp7277_c0_seq4	NA	Locus_10443_Transcript_1/1_Confidence_0.000_Length_4488	Contig_11538	isotig09554	comp3458_c0_seq3	comp34545_c0_seq1	comp3378_c0_seq3	CCHW4391.b1	jgi|Nemve1|194582|estExt_GenewiseH_1.C_3840047	NA	NA	NA	NA	comp6174_c0_seq1	comp10927_c0_seq4	NA	comp116908_c0_seq1
c026620	adi_EST_assem_4403	NA	NA	NA	F66KHFO02GG2JK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003761p	adi_EST_assem_4629	NA	isotig08131	NA	Contig_17340	isotig14716	comp2958_c0_seq2	comp1234_c0_seq1	NA	CCHW3010.b1	NA	NA	Unigene147571_Mix_Normal_N	c12522_g1_i1	NA	comp6746_c1_seq1	NA	Spi_isotig11766	comp250773_c0_seq6
c010367	adi_EST_assem_8691	NA	NA	NA	Contig_1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010363	adi_EST_assem_4339	NA	NA	NA	Contig_9107	NA	NA	NA	comp45153_c0_seq1	NA	NA	NA	NA	c6723_g1_i1	NA	NA	comp14263_c0_seq1	Spi_isotig05800	comp257917_c0_seq1
c024866	NA	NA	NA	NA	Contig_15831	NA	comp84030_c0_seq1	comp21761_c0_seq1	comp550815_c0_seq1	NA	NA	NA	Unigene107450_Mix_Normal_N	NA	NA	comp49442_c0_seq1	comp70186_c0_seq1	Spi_isotig13237	NA
c016830	adi_EST_assem_3851	NA	isotig05121	Locus_79040_Transcript_1/1_Confidence_0.000_Length_8306	NA	NA	NA	comp54371_c0_seq3	comp42842_c0_seq2	NA	jgi|Nemve1|194666|estExt_GenewiseH_1.C_3950015	NA	NA	NA	bu_91849.1_c21451	comp37450_c0_seq2	comp33795_c0_seq1	Spi_isotig05962	comp255162_c0_seq4
c020570	NA	comp190_c0_seq2	NA	NA	NA	isotig12541	comp186_c1_seq1	comp698_c0_seq1	comp264_c0_seq1	JGI_CAON914.rev	jgi|Nemve1|236492|estExt_fgenesh1_kg.C_150008	isotig07151	Unigene46303_Mix_Normal_N	c11513_g1_i1	bu_91849.1_c1470	NA	comp116_c0_seq1	Spi_isotig10083	comp205447_c0_seq1
c004168	adi_EST_assem_19392	NA	NA	NA	Contig_1848	NA	comp59660_c0_seq1	comp110129_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259924_c1_seq5
c004166	NA	NA	NA	NA	NA	NA	NA	comp22393_c0_seq6	NA	NA	NA	NA	Unigene19239_Mix_Normal_N	NA	NA	comp32906_c0_seq1	NA	Spi_isotig04803	comp243596_c0_seq1
c004162	adi_EST_assem_7699	NA	NA	NA	NA	NA	NA	NA	comp105318_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258934_c0_seq1
c004160	adi_EST_assem_11617	NA	NA	NA	Contig_30973	NA	comp31776_c0_seq7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259870_c0_seq3
c009537	adi_EST_assem_17463	NA	NA	NA	Contig_24652	NA	NA	NA	comp13586_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp246714_c1_seq1
c005200	adi_EST_assem_1865	comp2968_c0_seq1	NA	Locus_100338_Transcript_1/1_Confidence_0.000_Length_6167	NA	NA	NA	NA	comp1648_c3_seq61	NA	jgi|Nemve1|113343|e_gw.117.105.1	NA	Unigene44680_Mix_Normal_N	NA	NA	NA	comp1399_c0_seq1	NA	comp254503_c0_seq1
c024945	NA	comp2809_c2_seq8	isotig20777	NA	F66KHFO01BA6CC	isotig19650	comp26009_c0_seq1	comp13029_c0_seq1	NA	NA	NA	NA	NA	c12657_g1_i1	NA	comp67575_c0_seq4	comp13100_c1_seq2	Spi_isotig11387	comp228677_c0_seq2
c000470m	adi_EST_assem_9492	comp27889_c0_seq1	NA	Locus_128067_Transcript_1/2_Confidence_1.000_Length_2438	Contig_9947	NA	comp43986_c0_seq2	NA	NA	NA	jgi|Nemve1|193946|estExt_GenewiseH_1.C_3220015	NA	NA	NA	NA	NA	NA	NA	NA
c017005	adi_EST_assem_14712	NA	NA	NA	Contig_26115	isotig15704	comp55583_c0_seq1	comp29157_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_lrc22583	comp36466_c0_seq1	NA	Spi_isotig02963	comp246460_c1_seq8
c017001	adi_EST_assem_2928	NA	NA	NA	NA	NA	comp1929_c0_seq1	comp1632_c0_seq1	comp1828_c0_seq2	NA	jgi|Nemve1|167582|estExt_gwp.C_890143	NA	Unigene16979_Mix_Normal_N	c10833_g1_i1	bu_91849.1_lrc25638	comp1068_c0_seq1	comp1904_c0_seq1	Spi_isotig05007	NA
c003346p	NA	comp184549_c0_seq1	NA	Locus_35132_Transcript_1/1_Confidence_0.000_Length_1791	NA	NA	comp34168_c0_seq3	comp95951_c0_seq1	comp73843_c0_seq1	NA	jgi|Nemve1|247774|estExt_fgenesh1_pg.C_3500012	NA	NA	NA	NA	NA	NA	NA	comp229498_c0_seq1
c003346m	adi_EST_assem_2524	NA	NA	NA	Contig_23048	NA	comp45183_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258049_c0_seq6
c013929	NA	NA	NA	NA	Contig_24607	isotig10951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008563	NA	NA	NA	Locus_44687_Transcript_1/1_Confidence_0.000_Length_3721	NA	NA	NA	NA	NA	NA	jgi|Nemve1|21646|gw.55.17.1	NA	NA	NA	NA	NA	NA	NA	comp254895_c0_seq1
c007059	adi_EST_assem_9786	NA	NA	NA	Contig_39406	NA	NA	NA	NA	NA	NA	NA	Unigene116685_Mix_Normal_N	NA	NA	NA	NA	NA	comp258785_c1_seq5
c054097	NA	NA	NA	NA	NA	NA	NA	comp968770_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp518177_c0_seq1	NA	NA	NA
c018861	adi_EST_assem_10151	NA	NA	NA	NA	isotig27492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018868	adi_EST_assem_18693	NA	NA	NA	Contig_39712	NA	comp75359_c0_seq1	comp15839_c0_seq2	comp96977_c0_seq1	NA	NA	NA	NA	NA	bu_91849.1_c6076	comp58234_c0_seq1	NA	NA	NA
c030119	adi_EST_assem_31728	NA	NA	NA	Contig_18462	isotig12310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001744m	adi_EST_assem_3559	NA	NA	NA	Contig_9281	isotig04181	comp36134_c0_seq2	NA	comp47228_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig04766	NA
c039534	adi_EST_assem_9968	NA	isotig09033	NA	Contig_2760	NA	NA	NA	NA	NA	NA	isotig16613	NA	NA	NA	NA	NA	NA	NA
c006301	adi_EST_assem_17519	NA	NA	NA	Contig_36373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006309	adi_EST_assem_6486	NA	NA	NA	Contig_5552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013776	adi_EST_assem_2128	NA	NA	NA	Contig_7829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c035579	adi_EST_assem_518	NA	isotig07559	NA	Contig_6727	isotig17034	comp3650_c0_seq1	NA	NA	JGI_AOSF836.rev	NA	NA	Unigene127117_Mix_Normal_N	c3232_g1_i1	NA	NA	NA	NA	NA
c029129	adi_EST_assem_28887	NA	NA	NA	F66KHFO02G0RLT	isotig41711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c033278	NA	NA	NA	NA	CCHX1363_b1_c	isotig25927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008064	adi_EST_assem_2346	NA	NA	NA	Contig_38304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
